Year,Al,Co,Cr,Cu,Fe,Mn,Ni,V,VarvYS pred(MPa) at 298K,SFE_calc,VEC Avg,EDS Measured Atomic % Al,EDS Measured Atomic % Co,EDS Measured Atomic % Cr,EDS Measured Atomic % Cu,EDS Measured Atomic % Fe,EDS Measured Atomic % Mn,EDS Measured Atomic % Ni,EDS Measured Atomic % V,"Hardness, HV","SD, HV",Yield Strength (MPa),"SD, YS",UTS_True (Mpa),"SD, UTS",UTS/YS,"SD, UTS/YS",Elong_T (%),"SD, Elong%",Hardness (GPa) SRJT,"SD, Hardness",Modulus (GPa) SRJT,"SD, Modulus",Avg Hdyn (GPa) HSR,"SD, Avg Hdyn",Avg Hqs (GPa) HSR,"SD, Avg Hqs",Avg HDYN/HQS,"Std, Hdyn/Hqs",Depth of Penetration (mm) FE_Sim,Cracked,Cold Work (%Reduction),Holding time (h),Grain Size(um)
2,4,12.0,8,0,8.0,8,56.0,4,388.7773502997001,204.1589994581634,7.840000000000001,4.0,12.2,8.3,0.0,8.2,8.1,55.1,4.1,166.6,8.3,304.1,2.0,938.4,15.4,3.09,0.05,39.0,0.7,2.25,0.06,202.62,6.62,2.784897065,0.08158120723,2.553313225,0.03838303137,1.090699346,0.03591247007,2.88349,0.0,,0.5,26.0
2,4,0.0,8,4,24.0,12,44.0,4,349.492183726434,180.5690469759004,8.4,4.1,0.0,8.4,4.1,23.9,12.1,43.3,4.1,135.8,6.6,241.5,2.1,864.2,55.1,3.58,0.23,41.8,2.9,1.84,0.08,180.09,9.6,2.131297978,0.04457662293,1.886665217,0.03588290606,1.129664107,0.03193531416,3.167,0.0,,0.5,28.0
2,4,12.0,0,0,16.0,8,52.0,8,400.6485160109938,250.0224047830627,7.800000000000001,4.4,12.1,0.0,0.0,16.2,8.1,50.9,8.2,198.3,6.8,392.9,3.6,1069.3,39.3,2.72,0.1,33.7,2.6,2.42,0.03,197.69,1.26,2.883425822,0.06347924986,2.702500797,0.05354170018,1.066947261,0.0316000455,2.62447,0.0,,0.5,18.0
2,0,24.0,8,0,12.0,16,32.0,8,215.3815047244339,165.7644628497346,6.640000000000001,0.0,23.8,8.3,0.0,12.2,16.3,31.5,8.2,145.9,5.5,270.7,4.3,957.6,3.6,3.54,0.06,40.3,0.2,1.96,0.05,193.2,7.63,3.089973283,0.09964628555,2.47143877,0.07599807647,1.250273048,0.05571150584,2.93871,0.0,,0.5,20.0
2,4,16.0,8,0,12.0,0,48.0,12,447.1938070880873,54.08506841785218,7.279999999999999,4.0,16.2,8.2,0.0,12.2,0.0,47.1,12.2,191.0,8.6,444.3,3.8,1180.3,43.8,2.66,0.1,41.6,2.7,2.64,0.07,212.29,7.68,3.098196412,0.1005410218,2.877461831,0.07236980223,1.076711558,0.04420617468,2.56335,0.0,,0.5,26.0
2,4,0.0,4,0,20.0,8,52.0,12,407.4644680504476,293.3946070671782,8.32,4.3,0.0,4.2,0.0,20.1,8.1,51.0,12.3,160.8,13.1,304.8,1.9,950.9,27.3,3.12,0.09,40.0,1.1,2.18,0.03,181.2,13.16,2.548546696,0.05646308733,2.381275015,0.0625485814,1.070244587,0.03677644114,2.91675,0.0,,0.5,18.0
2,0,16.0,0,4,20.0,20,28.0,12,223.103934746737,258.293050097505,7.16,0.0,15.9,0.0,4.1,19.3,20.4,27.9,12.4,166.0,3.4,256.1,0.0,515.8,0.0,2.01,0.0,16.8,0.0,2.03,0.1,178.26,6.77,2.404773219,0.05644312747,2.134813022,0.06310723921,1.126456132,0.04251913091,3.38255,0.0,,0.5,20.0
2,0,0.0,8,4,16.0,12,52.0,8,195.7659694594279,296.4379228845017,8.64,0.0,0.0,8.2,4.2,16.0,12.4,51.1,8.2,149.5,5.0,264.8,3.2,945.9,2.8,3.57,0.04,43.1,1.1,1.93,0.07,187.31,7.28,2.317706973,0.1103122023,2.110921122,0.03094534099,1.097960008,0.05468047634,2.991,0.0,,0.5,23.0
2,4,20.0,4,4,16.0,0,52.0,0,345.9032675204167,36.50664651400556,7.680000000000001,4.2,20.6,4.2,4.4,16.7,0.0,50.0,0.0,143.6,11.0,210.1,12.6,761.3,4.2,3.62,0.22,35.7,1.5,1.9,0.04,195.54,10.54,2.242756782,0.07528594253,1.992267793,0.08585544926,1.125730582,0.06149379396,3.20529,0.0,,0.5,32.0
2,0,16.0,8,4,16.0,20,36.0,0,108.1028713795258,75.52568151623113,7.52,0.0,16.1,8.3,4.1,16.0,20.2,35.3,0.0,136.3,4.8,257.3,5.1,801.2,9.0,3.11,0.07,34.3,2.5,1.9,0.11,189.94,8.73,2.200672234,0.06664918367,1.917960383,0.1185288449,1.147402341,0.07896596085,3.06898,0.0,,0.5,21.0
2,0,20.0,8,4,0.0,20,44.0,4,169.32512425966,136.9437151239273,7.320000000000001,0.0,18.6,8.0,4.2,0.0,20.5,44.8,3.9,161.2,5.8,319.3,0.7,1043.6,33.9,3.27,0.11,40.7,2.0,2.2,0.06,201.32,6.66,2.556149588,0.1055633851,2.30875664,0.100844351,1.10715419,0.06655249928,2.82163,0.0,,0.5,19.0
2,4,12.0,0,12,20.0,8,44.0,0,322.7523249258276,117.9586214229024,8.24,3.9,12.2,0.0,11.9,20.3,8.4,43.2,0.0,132.7,5.3,212.6,0.7,791.6,30.6,3.72,0.14,39.0,2.6,1.79,0.04,170.41,5.59,2.229616251,0.04513427555,1.978283306,0.04669855346,1.127045982,0.03504743218,3.24553,0.0,,0.5,29.0
2,4,8.0,4,4,16.0,12,48.0,4,364.1664645789403,228.3864762077781,8.08,4.1,8.2,4.2,4.2,16.1,12.2,47.0,4.1,140.2,3.8,284.2,34.3,988.8,52.7,3.48,0.46,41.2,2.3,2.42075,0.17104,177.9897,10.3923,2.687071331,0.180830548,2.409599116,0.1939386865,1.115152854,0.116994348,2.92064,0.0,60.0,0.5,26.24
2,4,16.0,0,4,12.0,8,52.0,4,372.3869585642555,195.2135088334576,7.800000000000001,4.2,15.0,6.199999999999999,4.2,12.2,8.2,52.2,4.1,151.5,5.7,301.0,6.6,1079.9,27.4,3.59,0.12,44.8,0.3,2.2272499999999997,0.149645,167.02587499999998,8.709520000000001,2.459800013,0.1340717898,2.100959156,0.1401642333,1.170798588,0.1008629476,3.055615,0.0,60.0,0.5,31.94
2,4,12.0,8,4,16.0,8,48.0,0,345.3217003626806,131.4777856296133,7.92,4.3,12.1,8.2,4.2,16.1,8.2,47.0,0.0,128.9,3.1,217.6,4.8,897.5,9.1,4.13,0.1,47.1,1.7,2.03375,0.12825,156.06205,7.02674,2.29609446,0.05376972209,1.952169157,0.04634067528,1.176175974,0.03921965728,3.19059,0.0,60.0,0.5,39.92
2,0,12.0,8,4,16.0,20,36.0,4,156.6231368096109,133.0353193339203,7.64,4.199999999999999,12.149999999999999,8.2,2.1,12.15,8.1,51.1,2.05,143.2,4.6,265.35,5.25,1028.9,12.5,3.92,0.09,47.45,1.3,2.166075,0.149905,168.16035499999998,10.176495,2.4179182355,0.0709487634,2.1146582875,0.10700113114000001,1.1457466589999998,0.065000380775,2.99082,0.0,60.0,0.5,40.57
2,4,12.0,8,0,8.0,8,56.0,4,388.7773502997001,204.1589994581634,7.840000000000001,4.1,12.2,8.2,0.0,8.2,8.0,55.2,4.1,157.8,3.7,313.1,5.7,1160.3,15.9,3.71,0.08,47.8,0.9,2.2984,0.17156,180.25866,13.32625,2.539742011,0.08812780471,2.277147418,0.167661587,1.115317344,0.09078110427,2.79105,0.0,60.0,0.5,38.83
2,4,0.0,8,4,24.0,12,44.0,4,349.492183726434,180.5690469759004,8.4,4.2,0.0,8.3,4.1,24.0,11.9,43.4,4.1,118.6,2.1,230.5,3.6,976.4,27.2,4.24,0.14,49.0,2.8,2.04183,0.1035,165.34178,8.62772,2.31177784,0.05042419579,1.967530737,0.05387252789,1.174964028,0.04113154191,3.09278,0.0,60.0,0.5,46.4
2,4,12.0,0,0,16.0,8,52.0,8,400.6485160109938,250.0224047830627,7.800000000000001,5.0,12.3,0.0,0.0,16.2,7.9,50.5,8.1,187.1,8.4,410.3,2.95,1259.2,26.2,3.07,0.12000000000000001,40.6,2.15,2.66481,0.18124,251.52542,11.8935,3.039233799,0.1057285086,2.67861407,0.1312484237,1.134629222,0.06818227329,2.56019,0.0,60.0,0.5,25.5
2,0,24.0,8,0,12.0,16,32.0,8,215.3815047244339,165.7644628497346,6.640000000000001,0.0,22.9,8.1,0.0,12.2,16.0,32.7,8.1,135.8,5.9,270.2,2.3,1049.1,25.2,3.88,0.1,45.4,1.5,2.30458,0.17062,163.61494,8.43557,2.615294809,0.07816016621,2.269412482,0.1238023045,1.152410515,0.07168275661,2.92772,0.0,60.0,0.5,33.91
2,4,16.0,8,0,12.0,0,48.0,12,447.1938070880873,54.08506841785218,7.279999999999999,4.9,16.1,8.2,0.0,12.0,0.0,46.6,12.1,200.9,8.0,317.95,6.45,1162.75,25.5,3.685,0.11,46.0,0.9,2.81816,0.09638,217.16004,11.87638,3.40986689,0.1263768285,2.957928758,0.06620633668,1.152788714,0.04991166569,2.66796,0.0,60.0,0.5,30.79
2,4,0.0,4,0,20.0,8,52.0,12,407.4644680504476,293.3946070671782,8.32,4.4,0.0,4.2,0.0,20.2,8.0,51.0,12.2,171.8,8.6,365.7,10.6,1276.4,25.8,3.49,0.12,46.6,0.3,2.34363,0.11628,221.13755,29.76582,2.784928647,0.1277054962,2.385855796,0.1035861118,1.167266124,0.07371154669,2.64478,0.0,60.0,0.5,35.98
2,0,16.0,0,4,20.0,20,28.0,12,223.103934746737,258.293050097505,7.16,0.0,16.1,0.0,4.0,20.1,20.3,27.4,12.0,154.4,4.1,348.8,9.55,1070.6,32.9,3.07,0.14,38.6,0.55,2.23035,0.14844,174.16814,5.95133,2.504361459,0.09978614404,2.134115292,0.03835851452,1.173489299,0.05129481409,2.71738,0.0,60.0,0.5,17.69
2,0,0.0,8,4,16.0,12,52.0,8,195.7659694594279,296.4379228845017,8.64,0.0,0.0,8.3,4.1,16.1,12.3,51.2,8.0,148.0,8.8,316.0,8.5,1101.1,40.0,3.48,0.16,43.5,0.8,2.24507,0.08134,234.50396,8.81364,2.520597211,0.1195855748,2.203732744,0.08643107544,1.143785342,0.07040650488,2.82016,0.0,60.0,0.5,32.26
2,4,20.0,4,4,16.0,0,52.0,0,345.9032675204167,36.50664651400556,7.680000000000001,4.0,20.4,4.1,4.2,16.3,0.0,51.0,0.0,106.8,2.1,176.8,2.3,800.2,3.2,4.53,0.06,42.0,1.1,2.0598,0.18693,182.79735,15.43856,2.135903911,0.05015469545,1.876787639,0.08852877819,1.138063714,0.05996673028,3.35442,0.0,60.0,0.5,101.01
2,0,16.0,8,4,16.0,20,36.0,0,108.1028713795258,75.52568151623113,7.52,0.0,16.1,8.2,4.0,16.0,20.3,35.3,0.0,132.1,2.4,259.4,3.4,953.9,46.1,3.68,0.18,41.4,2.4,2.0491,0.14439,229.87245,15.37128,2.344665897,0.08956774783,1.999719404,0.06000816761,1.172497447,0.05695715669,3.01655,0.0,60.0,0.5,34.3
2,0,20.0,8,4,0.0,20,44.0,4,169.32512425966,136.9437151239273,7.320000000000001,0.0,19.9,8.2,4.2,0.0,20.5,43.2,4.0,154.0,7.2,340.8,4.35,1095.8,27.9,3.22,0.145,41.0,2.1,2.24657,0.12215,263.51154,13.16373,2.517517871,0.09048418055,2.225225344,0.1031566729,1.131354125,0.06636397627,2.74209,0.0,60.0,0.5,39.16
2,4,12.0,0,12,20.0,8,44.0,0,322.7523249258276,117.9586214229024,8.24,4.1,12.3,0.0,11.8,20.4,8.1,43.2,0.0,124.5,5.0,209.6,5.3,846.1,9.7,4.04,0.11,42.4,1.8,2.65671,0.17891,141.59049,8.23314,2.498294295,0.08897432106,2.29152259,0.1111514885,1.090233326,0.06560581868,3.29358,0.0,60.0,0.5,43.31
2,4,0.0,4,4,16.0,12,56.0,4,359.9793981115457,293.9644933288605,8.72,4.216666667,0.0,4.18,4.080666667,16.32,12.06266667,55.00133333,4.140666667,156.5,3.2,310.2,8.3,1057.5,16.0,3.41,0.1,42.0,3.1,2.14464,0.08979,189.54369,12.07105,2.507592159,0.08461074232,2.204685483,0.1185458905,1.13739224,0.07220175876,2.84506,0.0,60.0,0.5,26.0
2,0,4.0,8,4,16.0,20,44.0,4,152.0880947071725,194.5287967164054,8.280000000000001,0.0,4.071333333,8.226666667,4.066666667,16.108,20.192,43.26666667,4.07,132.3,2.5,267.0,5.0,1019.4,17.6,3.82,0.095,46.7,1.9,2.06284,0.13965,199.97957,12.26028,2.162341855,0.0863530759,1.844308919,0.06372241502,1.172440166,0.06191286516,2.94218,0.0,60.0,0.5,41.0
2,4,8.0,0,12,20.0,8,48.0,0,320.8925365076139,135.7834854900219,8.56,3.977333333,8.11,0.0,11.90133333,20.35933333,8.217333333,47.43666667,0.0,124.8,4.0,232.6,1.7,911.2,19.2,3.92,0.09,42.1,0.7,1.89373,0.09843,189.50244,6.99077,2.362670313,0.07519440593,2.013460179,0.07703297967,1.173437815,0.05839721773,3.10753,0.0,60.0,0.5,43.0
2,0,24.0,4,0,8.0,4,36.0,24,347.8636350798642,276.7416732999185,6.44,0.0,20.5,4.2,0.0,8.1,4.0,38.9,24.4,203.7,5.4,431.54,9.4,1447.09,31.1,3.35,0.1,48.8,1.4,2.74,0.11,207.26,5.75,3.068837182,0.07517270695,2.803562934,0.06832998491,1.094620401,0.03782465394,2.44715,0.0,60.0,0.5,41.795
2,4,32.0,8,4,4.0,20,24.0,4,379.3546642476262,137.1925269358556,6.0,4.2,30.4,8.2,4.1,4.1,20.1,24.7,4.1,157.9,6.4,311.4,3.1,1127.03,11.7,3.62,0.05,48.8,0.5,2.22,0.08,195.91,8.51,2.698576915,0.09097072063,2.317471883,0.06233922303,1.164448611,0.05021999029,2.84059,0.0,60.0,0.5,40.59
2,4,0.0,12,4,4.0,16,52.0,8,388.7456018063563,218.7158454111235,8.32,4.1,20.75,12.3,4.1,4.1,16.1,51.2,8.2,162.2,4.4,307.14,2.5,1219.51,18.7,3.97,0.07,55.7,2.6,2.23,0.03,184.96,7.62,2.692431295,0.09515605891,2.320051187,0.06530043652,1.160505126,0.05243203982,2.80936,0.0,60.0,0.5,52.45
2,4,12.0,4,0,28.0,0,40.0,12,421.3504604958384,22.07993065135827,7.44,4.0,11.1,4.1,0.0,28.0,0.0,40.8,12.0,139.2,4.4,261.94,2.0,1097.43,35.3,4.19,0.14,50.6,2.3,2.11,0.1,193.96,8.01,2.581483816,0.09563907412,2.130959607,0.03829463959,1.211418465,0.04988197848,2.94135,0.0,60.0,0.5,33.47
2,0,44.0,12,0,4.0,4,12.0,24,365.6154192075509,100.7880385580747,4.6,4.0,20.433333333333334,2.7333333333333334,0.0,22.766666666666666,1.3,39.43333333333333,9.333333333333334,134.46666666666667,4.8,245.07666666666665,2.5,1031.8066666666666,23.96666666666666,4.213333333333334,0.11666666666666668,48.833333333333336,1.7333333333333334,1.99,0.07666666666666667,192.50333333333333,8.573333333333332,2.4604628933333332,0.10715934278,2.0482596296666666,0.06424343159333333,1.2003519773333333,0.06669381478666667,3.0157066666666665,0.0,60.0,0.5,38.57
2,0,16.0,20,0,4.0,4,36.0,20,326.8303149032857,230.7397973281698,6.72,4.0,29.766666666666666,1.3666666666666667,0.0,17.53333333333333,2.6,38.06666666666667,6.666666666666667,129.73333333333332,5.2,228.21333333333334,3.0,966.1833333333333,12.63333333333333,4.236666666666666,0.09333333333333335,47.06666666666666,1.1666666666666667,1.8699999999999999,0.05333333333333334,191.04666666666668,9.136666666666667,2.339441970666667,0.11867961144,1.9655596523333332,0.09019222359666666,1.1892854896666667,0.08350565109333333,3.090063333333333,0.0,60.0,0.5,43.67
2,4,40.0,0,0,12.0,4,36.0,4,389.3238462321857,26.04232959415593,5.96,4.0,39.1,0.0,0.0,12.3,3.9,36.7,4.0,125.0,5.6,211.35,3.5,900.56,1.3,4.26,0.07,45.3,0.6,1.75,0.03,189.59,9.7,2.218421048,0.1301998801,1.882859675,0.1161410156,1.178219002,0.1003174874,3.16442,0.0,60.0,0.5,48.77
2,4,8.0,12,4,4.0,24,40.0,4,358.7393511507548,216.993062247932,7.640000000000001,3.8,8.0,12.3,4.2,4.1,24.0,39.4,4.1,143.2,3.0,282.39,1.6,1143.09,11.7,4.05,0.05,54.6,0.5,2.08,0.03,171.77,7.72,2.399340119,0.04518620691,2.102915351,0.09692063026,1.140958963,0.05680602062,2.89893,0.0,60.0,0.5,40.11
2,0,4.0,8,0,4.0,28,40.0,16,252.2997273665236,301.6946369472245,7.64,2.8499999999999996,11.05,10.275,3.1500000000000004,4.1,19.0,41.325,8.174999999999999,159.27499999999998,3.55,316.3775,7.219999999999999,1207.25,9.44,3.875,0.068,52.575,0.8400000000000001,2.3200000000000003,0.045,182.57750000000001,8.0375,2.736625412,0.0793586868325,2.389405067,0.111155749295,1.1441638527500002,0.062161386060000004,2.805025,0.0,60.0,0.5,41.32666666666667
2,4,0.0,4,4,8.0,16,52.0,12,396.5403832310135,305.7714923116878,8.360000000000001,1.9,14.1,8.25,2.1,4.1,14.0,43.25,12.249999999999998,175.35,4.1,350.365,12.839999999999998,1271.4099999999999,7.18,3.7,0.08600000000000001,50.55,1.1800000000000002,2.56,0.06,193.385,8.355,3.0739107050000003,0.113531166755,2.675894783,0.12539086833000002,1.1473687425,0.0675167515,2.71112,0.0,60.0,0.5,42.54333333333333
2,0,24.0,4,0,4.0,32,20.0,16,259.1874967146512,186.8227346046893,6.08,0.95,17.15,6.225,1.05,4.1,9.0,45.175,16.324999999999996,191.425,4.65,384.35249999999996,18.459999999999997,1335.57,4.92,3.525,0.10400000000000001,48.525,1.52,2.8,0.075,204.1925,8.6725,3.411195998,0.1477036466775,2.9623844989999997,0.139625987365,1.15057363225,0.07287211694000001,2.617215,0.0,60.0,0.5,43.76
2,0,20.0,4,0,4.0,4,48.0,20,328.2655106976067,264.0820282142761,7.04,0.0,20.2,4.2,0.0,4.1,4.0,47.1,20.4,207.5,5.2,418.34,24.08,1399.73,2.66,3.35,0.12200000000000001,46.5,1.86,3.04,0.09,215.0,8.99,3.748481291,0.1818761266,3.248874215,0.1538611064,1.153778522,0.07822748238,2.52331,0.0,60.0,0.5,44.97666666666667
2,0,40.0,4,0,28.0,4,4.0,20,307.9533086162796,55.4810378310384,4.960000000000001,0.0,39.7,4.2,0.0,27.9,3.9,4.2,20.1,223.3,21.2,531.3,29.7,1312.87,0.4,2.47,0.14,28.2,2.2,2.54,0.16,203.53,12.28,3.20567522,0.1914464089,2.826750261,0.1128020834,1.134049677,0.08145472836,2.30775,0.0,60.0,0.5,46.19333333333333
2,4,0.0,12,16,4.0,12,52.0,0,328.4057089162708,147.3681638008699,8.96,4.4,0.0,12.1,15.7,4.1,12.4,51.3,0.0,138.3,2.2,269.65,3.7,1062.73,15.9,3.94,0.08,51.5,1.9,1.99,0.06,182.28,6.22,2.334064363,0.06446537373,2.010146987,0.07737945909,1.16114114,0.05501224356,2.95862,0.0,60.0,0.5,47.41
2,4,0.0,8,24,4.0,16,44.0,0,305.5829637793096,124.1429198290732,9.08,4.3,0.0,8.3,23.5,4.1,16.2,43.7,0.0,139.6,3.5,261.17,6.5,1060.66,6.9,4.06,0.11,52.6,0.3,1.98,0.07,171.74,6.93,2.341335723,0.06056501269,1.92673806,0.09305765937,1.215181125,0.06657860702,2.97953,0.0,60.0,0.5,51.3
2,4,36.0,0,0,4.0,4,40.0,12,450.3595499115717,78.4707024326171,6.039999999999999,4.15,6.1,6.25,13.75,12.1,16.1,37.55,4.1,135.95,3.7350000000000003,257.86,4.4,1064.96,17.5,4.13,0.11499999999999999,52.2,0.35,2.0549999999999997,0.115,167.015,7.645,2.3498730959999996,0.076105035995,1.97494445,0.083923788065,1.190446379,0.058367477880000004,2.970965,0.0,60.0,0.5,38.55
2,4,12.0,4,4,20.0,16,32.0,8,371.2558171822746,178.6020494063395,7.36,4.0,12.2,4.2,4.0,20.1,16.0,31.4,8.2,132.3,3.97,254.55,2.3,1069.26,28.1,4.2,0.12,51.8,0.4,2.13,0.16,162.29,8.36,2.358410469,0.0916450593,2.02315084,0.07478991676,1.165711633,0.05015634874,2.9624,0.0,60.0,0.5,25.8
2,4,8.0,0,0,4.0,8,52.0,24,462.0927583768108,351.4160270083012,7.56,4.0,8.2,8.2,4.014285714285714,4.1,8.0,51.2,24.4,199.9,11.04,449.1,0.9,1462.73,40.8,3.26,0.09,48.4,2.0,2.63,0.13,191.23,7.05,3.096089107,0.09696480201,2.663908773,0.1200780148,1.162235411,0.04985005639,2.44255,0.0,60.0,0.5,14.7
2,4,4.0,12,0,0.0,4,52.0,24,476.8966599264303,327.2830249688899,7.600000000000001,4.0,4.1,12.2,4.0285714285714285,4.1,3.9,51.3,24.4,320.6,11.79,719.13,12.5,1161.35,31.7,1.61,0.05,13.8,2.1,3.43,0.24,206.62,9.62,3.78895355,0.08121410342,3.35563821,0.2142223653,1.12913053,0.07603770591,2.22111,0.0,60.0,0.5,15.1
2,4,0.0,4,0,4.0,4,60.0,24,469.3217474139727,327.7652591912965,8.16,4.0,4.8999999999999995,4.2,4.042857142857143,4.1,4.0,59.3,24.5,200.0,8.8,445.73,2.2,1476.34,7.1,3.31,0.02,50.2,0.0,2.59,0.12,196.1,14.4,3.092614597,0.110348650696,2.701480512,0.180408615142,1.144785085,0.07741448869,2.4463,0.0,60.0,0.5,15.5
2,0,24.0,8,0,16.0,40,4.0,8,175.1346010450485,15.7291215938463,5.840000000000001,4.042857142857143,5.699999999999999,4.2,4.057142857142857,4.125,10.025,53.4,23.35,201.95,11.235,437.9475,2.242857142857143,1362.6174999999998,12.657142857142857,3.0975,0.04,43.775000000000006,0.5571428571428572,2.5774999999999997,0.16249999999999998,187.285,13.82,3.01691568775,0.139483197972,2.6434326277499998,0.14659486498399998,1.1410404615,0.07879127147000001,2.4736775,0.0,60.0,0.5,16.3
2,4,28.0,4,0,4.0,4,44.0,12,451.5894194002063,120.0716832763983,6.52,4.085714285714285,6.5,4.2,4.071428571428571,4.15,16.05,47.5,22.2,203.9,13.67,430.165,2.285714285714286,1248.895,18.214285714285715,2.885,0.06,37.35,1.1142857142857143,2.565,0.205,178.47,13.24,2.9412167785,0.168617745248,2.5853847434999997,0.112781114826,1.137295838,0.08016805425,2.501055,0.0,60.0,0.5,17.1
2,4,32.0,4,0,0.0,4,44.0,12,456.8727202281709,106.944525712153,6.28,4.128571428571428,7.3,4.2,4.085714285714285,4.175,22.075000000000003,41.6,21.049999999999997,205.85000000000002,16.105,422.38250000000005,2.3285714285714287,1135.1725000000001,23.771428571428572,2.6725,0.08,30.925,1.6714285714285715,2.5525,0.2475,169.655,12.66,2.8655178692499996,0.197752292524,2.52733685925,0.078967364668,1.1335512145,0.08154483703,2.5284325,0.0,60.0,0.5,17.900000000000002
