Year,Al,Co,Cr,Cu,Fe,Mn,Ni,V,VarvYS pred(MPa) at 298K,SFE_calc,VEC Avg,EDS Measured Atomic % Al,EDS Measured Atomic % Co,EDS Measured Atomic % Cr,EDS Measured Atomic % Cu,EDS Measured Atomic % Fe,EDS Measured Atomic % Mn,EDS Measured Atomic % Ni,EDS Measured Atomic % V,"Hardness, HV","SD, HV",Yield Strength (MPa),"SD, YS",UTS_True (Mpa),"SD, UTS",UTS/YS,"SD, UTS/YS",Elong_T (%),"SD, Elong%",Hardness (GPa) SRJT,"SD, Hardness",Modulus (GPa) SRJT,"SD, Modulus",Avg Hdyn (GPa) HSR,"SD, Avg Hdyn",Avg Hqs (GPa) HSR,"SD, Avg Hqs",Avg HDYN/HQS,"Std, Hdyn/Hqs",Depth of Penetration (mm) FE_Sim,Cracked,Cold Work (%Reduction),Holding time (h),Grain Size(um)
2,0,8.0,0,4,4.0,28,36.0,20,266.0203086464975,368.9953511035376,7.48,4.171428571428572,8.1,4.2,4.1,4.2,28.1,35.7,19.9,207.8,18.54,414.6,2.3714285714285714,1021.45,29.32857142857143,2.46,0.1,24.5,2.2285714285714286,2.54,0.29,160.84,12.08,2.78981896,0.2268868398,2.469288975,0.04515361451,1.129806591,0.08292161981,2.55581,0.0,60.0,0.5,18.7
2,0,36.0,4,0,16.0,16,8.0,20,298.8294665033955,94.32288749998875,5.16,4.214285714285714,9.466666666666667,4.2,4.033333333333333,6.866666666666667,24.033333333333335,35.5,17.366666666666667,190.43333333333334,13.303333333333333,373.08333333333337,2.414285714285714,1046.9966666666667,34.885714285714286,2.9033333333333333,0.12,32.46666666666667,2.7857142857142856,2.3866666666666667,0.24333333333333332,167.03666666666666,11.833333333333334,2.731091730333333,0.16972780979,2.366420009,0.07228278584,1.1564161543333333,0.07289903868,2.6572233333333335,0.0,60.0,0.5,19.5
2,4,4.0,16,0,8.0,0,52.0,16,461.4457678375581,193.2440028277917,7.8,4.257142857142857,10.833333333333332,4.2,3.9666666666666663,9.533333333333333,19.96666666666667,35.300000000000004,14.833333333333332,173.06666666666666,8.066666666666666,331.56666666666666,2.4571428571428573,1072.5433333333333,40.44285714285714,3.3466666666666667,0.14,40.43333333333333,3.342857142857143,2.2333333333333334,0.19666666666666666,173.23333333333335,11.586666666666666,2.6723645006666668,0.11256877977999999,2.263551043,0.09941195717,1.1830257176666665,0.06287645755,2.758636666666667,0.0,60.0,0.5,20.3
2,4,12.0,4,4,12.0,16,36.0,12,396.7789960059682,234.3169462104923,7.319999999999999,4.3,12.2,4.2,3.9,12.2,15.9,35.1,12.3,155.7,2.83,290.05,2.5,1098.09,46.0,3.79,0.16,48.4,3.9,2.08,0.15,179.43,11.34,2.613637271,0.05540974977,2.160682077,0.1265411285,1.209635281,0.05285387642,2.86005,0.0,60.0,0.5,21.1
2,4,4.0,4,8,28.0,16,32.0,4,327.7257819094518,140.1637828026656,8.08,4.1,4.3,4.2,7.8,28.0,16.1,31.3,4.1,133.1,11.43,252.13,4.133333333333334,971.81,32.166666666666664,3.85,0.12666666666666668,46.3,3.3333333333333335,1.86,0.08,178.42,9.02,2.175357359,0.05084604494,1.806146392,0.1000236337,1.204419181,0.05158020627,3.04386,0.0,60.0,0.5,21.0
2,4,28.0,0,20,4.0,8,36.0,0,327.0148968573193,146.4525876975218,7.359999999999999,4.3,28.0,4.15,19.9,4.1,8.4,35.4,14.299999999999999,136.2,2.48,266.57,5.7666666666666675,920.36,18.333333333333332,3.45,0.09333333333333334,44.6,2.7666666666666666,1.81,0.1,168.2,8.3,2.133210909,0.07649558693,1.838586062,0.03592049515,1.160245339,0.03961610488,2.77553,0.0,60.0,0.5,19.8
2,0,12.0,4,0,4.0,16,40.0,24,319.5031118118955,383.9218091252056,7.120000000000001,4.35,12.1,4.1,19.799999999999997,4.3,16.1,39.0,24.5,198.1,12.44,406.38,7.4,1293.44,4.5,3.18,0.06,39.6,2.2,2.54,0.27,192.43,6.65,3.13763228,0.2576147833,2.691661495,0.3417943809,1.165686059,0.1364103695,2.5072,0.0,60.0,0.5,20.1
2,4,16.0,0,20,4.0,12,44.0,0,320.0360449010121,246.4268696064028,8.200000000000001,4.4,16.2,5.4975555555555555,19.7,4.2,12.3,43.3,19.066222222222223,119.7,3.33,218.75,4.1,870.7,4.7,3.98,0.08,44.6,1.3,1.79,0.05,173.17,6.24,2.14495846,0.0678724521,1.789396252,0.04614594167,1.198705126,0.03826361052,3.21961,0.0,60.0,0.5,25.0
2,4,28.0,4,0,8.0,0,40.0,16,472.8828193435298,40.80691225626065,6.359999999999999,2.2,12.181666666666667,6.895111111111111,9.85,14.112333333333336,10.231666666666667,43.232,13.632444444444445,120.29444444444445,3.733278940998476,197.25052676226824,2.7300389788425563,813.2381644394147,3.847671364659633,4.140133139239805,0.04811784633097382,42.238483789281204,0.8032539315665403,2.1738107321926554,0.27790051804927907,186.62309570893655,10.787545943729473,2.408551708614581,0.05711290876258725,2.1742236067580496,0.03734266820345762,1.1214494257459573,0.02931737803145838,3.2227550000000003,0.0,60.0,0.5,118.375
3,0,8.0,8,0,24.0,8,44.0,8,200.9990115794922,200.8764420237989,7.920000000000001,0.0,8.163333333333334,8.292666666666667,0.0,24.02466666666667,8.163333333333334,43.16400000000001,8.198666666666668,120.88888888888889,4.136557881996952,175.7510535245365,1.3600779576851132,755.7763288788294,2.995342729319266,4.300266278479611,0.016235692661947635,39.8769675785624,0.30650786313308065,2.5576214643853104,0.5058010360985581,200.0761914178731,15.335091887458946,2.672144957229162,0.04635336542517449,2.559050961516099,0.02853939473691524,1.044193725491915,0.02037114554291676,3.2259,0.0,50.0,2.0,211.75
3,0,16.0,8,0,8.0,12,44.0,12,254.8679542363877,286.2447801411867,7.28,0.0,16.17928571428572,8.243571428571428,0.0,8.172142857142857,12.102142857142857,42.989285714285714,12.31,186.0,9.604686356149273,353.506181551265,3.1168430940931877,947.917920370051,4.693635555026124,2.6814748081925273,0.032566262794331516,27.8375871698104,0.5681118524425107,2.5226836593467867,0.18131590317599838,247.04738928263248,28.54148080887844,2.867392284856583,0.04036155625638525,2.728522921196345,0.04245395879826785,1.050895435981659,0.02042904999896867,2.51963,0.0,40.0,1.0,107.39
3,0,32.0,8,0,8.0,12,32.0,8,222.1111932861971,139.4731438628181,6.2,0.0,31.958,8.314666666666666,0.0,8.152666666666667,12.309333333333337,31.064666666666668,8.200666666666667,136.55555555555554,5.410894360249309,261.272043239183,4.8736082305012625,1027.431770746895,6.391928380732982,3.9324213873365954,0.04889683292671541,42.467537333277605,0.8297158417519408,2.5546589207227086,0.13890212039744665,226.8795470541888,10.497724144894631,2.69856628242522,0.07816650331763057,2.48119631504937,0.07871486596753165,1.087606920120517,0.04110796108863122,2.65204,0.0,50.0,4.0,33.17
3,0,8.0,8,0,20.0,12,44.0,8,202.194963837585,248.5661415350371,7.88,0.0,8.097333333333331,8.043333333333331,0.0,20.11733333333333,12.357333333333331,43.20733333333333,8.176666666666666,112.44444444444444,6.064468466220084,184.9837238866585,6.739850660083259,839.5863935029075,12.87888910598071,4.538704140356321,0.23514473589481838,44.1724064910147,4.16580182295463,1.9985341996470891,0.16678830210008627,226.2679656778265,14.12337228814466,2.236414135478797,0.05056654075435479,2.080778332443259,0.05328362044164246,1.074796916427321,0.03284645773854172,3.05912,0.0,50.0,1.0,193.91
3,0,16.0,8,0,16.0,8,44.0,8,210.9339126528569,178.6203566306617,7.44,0.0,16.116,8.219333333333333,0.0,16.116,8.196000000000003,43.15866666666667,8.188,135.66666666666666,6.442049363362564,262.1828433491725,8.951319060537545,937.10560262301,19.783425806197258,3.574244564031148,0.04660067906937098,37.09821329702355,0.3856535930484996,2.407107576334737,0.1825572217493312,221.3070345258085,8.345465013231218,2.723840875447427,0.03218444598613583,2.34523607218114,0.06298554562354357,1.161435689889493,0.02596774746757929,2.59496,0.0,60.0,1.0,30.12
3,0,8.0,8,0,32.0,8,40.0,4,149.1594947288943,118.9568098794005,7.96,0.0,8.302666666666665,8.258000000000001,0.0,32.11133333333333,8.168666666666667,39.06933333333333,4.089333333333333,200.44444444444446,8.632947224313245,409.940171337235,6.95471277934168,680.576583078066,39.84729307952017,1.6601851456957937,0.18105938018599874,14.7336923682329,3.0677116615626856,2.2461801408206674,0.03160667693019303,256.638906635053,3.098198944260681,2.770141542225638,0.0955182826277823,2.522864717449887,0.02190586420594512,1.098014302180142,0.03537653387832442,2.5635,0.0,50.0,8.0,24.94
3,0,16.0,8,0,12.0,12,40.0,12,250.9650916696234,270.9294077436599,7.199999999999999,0.0,15.991999999999996,8.222,0.0,12.086666666666668,12.242,39.18333333333332,12.272666666666668,143.66666666666666,3.4999999999999996,253.358960108993,4.958106498145816,1022.6562959215901,59.91116035284308,4.036392853371562,0.3155180813026265,43.5058983892185,5.7497697300768715,2.4046829978037296,0.16222988075643816,221.74971454647425,14.426225375514967,2.897669796627089,0.0639948009536271,2.750538972189747,0.1867090803023085,1.053491634157872,0.06811396152727502,2.7199,0.0,50.0,8.0,62.98
3,0,16.0,8,0,12.0,12,40.0,12,250.9650916696234,270.9294077436599,7.199999999999999,0.0,16.158571428571427,8.220714285714285,0.0,12.148571428571428,12.208571428571432,39.105714285714285,12.157857142857145,144.33333333333334,3.6400549446402586,255.37187607537948,4.988551670158404,1029.209880959085,13.360647776396533,4.030239730295468,0.026415197036525413,42.9767392938696,0.81775958252697,2.6023508206164876,0.6340557061139818,231.11762422655434,47.771013806431775,2.672133456495738,0.2292467324156874,2.449468283703126,0.1166883118685953,1.090903472510363,0.09626605302176958,2.66769,0.0,50.0,4.0,55.9
3,0,28.000000000000004,12,0,12.0,8,36.0,4,170.5324511170283,80.10567210029828,6.6,0.0,27.932666666666663,12.276000000000002,0.0,12.15,8.234000000000002,35.32333333333334,4.083333333333333,118.88888888888889,8.631338250816034,180.4251686696895,5.589943474197434,830.963691376252,18.46690245092278,4.6055863353384225,0.04035778169926849,43.1978338728291,0.8549760193016787,2.075424642762707,0.2023947867792947,236.82632729196902,11.938802043849684,2.285003251968679,0.0665500335459127,2.087277623352406,0.1051668709352409,1.094728955268875,0.0544658837607143,3.01363,0.0,50.0,4.0,91.84
3,0,12.0,8,0,20.0,8,44.0,8,206.39692983714,190.7983101563522,7.680000000000001,0.0,12.26,8.199999999999998,0.0,20.09466666666667,8.173333333333332,43.08933333333333,8.182666666666666,139.11111111111111,4.675586713035179,234.4547694067285,23.453443504379738,897.9108657476785,86.47081070636567,3.8297828959495237,0.014363690317426266,39.3196526064079,0.8110387106133552,2.879964399446367,0.2537603524069398,212.62252358616567,20.246635768800818,2.660712972995158,0.1490114456185946,2.437375541808438,0.06492180444372433,1.091630291416239,0.06108888922020222,2.68663,0.0,50.0,4.0,27.95
3,0,36.0,8,0,8.0,12,28.000000000000004,8,223.9111527901352,123.2961241345713,5.880000000000001,0.0,35.714666666666666,8.158666666666667,0.0,8.147333333333332,12.109333333333332,27.705333333333336,8.166,122.77777777777777,4.81606109226663,197.47467951900802,4.890687446668187,895.0518499710785,13.373720607683794,4.5324891887464736,0.04454224180711419,46.082236712528854,0.7259072716108411,2.4270658040415203,0.18441199215797946,217.62943539927176,12.102356262284868,2.457381384612032,0.05254465197614559,2.24763065370127,0.04887380725489043,1.093320817886763,0.0292020769278956,2.97501,0.0,50.0,2.0,188.11
3,0,8.0,8,0,28.000000000000004,8,40.0,8,197.0636144918728,182.0366684171011,7.840000000000001,0.0,8.205384615384615,8.22,0.0,27.866923076923076,8.153846153846153,39.412307692307685,8.140000000000002,100.11111111111111,11.554220008291344,195.83826000201,2.503226412061574,800.952442169822,3.6678671026557863,4.089867026808762,0.07101199905577212,37.83471328680185,2.8326495791196837,2.3265179475587288,0.19411820718268424,199.2485406695358,12.386375041263022,2.703272692733113,0.05131323171671225,2.549527726668013,0.09520017112311333,1.060303312043611,0.04000654587744445,3.00903,0.0,60.0,2.0,64.37
3,0,8.0,8,0,32.0,8,40.0,4,149.1594947288943,118.9568098794005,7.96,0.0,8.252666666666666,8.277333333333335,0.0,31.900666666666663,8.231333333333334,39.215333333333334,4.121333333333333,107.22222222222223,5.477225575051662,161.2184028575885,1.2704947921712777,708.5721574430429,2.3163113562701114,4.395107164465316,0.02026909347066372,37.10134400484465,0.536372185487202,2.088401377107989,0.44229595498482904,207.8904165475073,23.184269638984297,2.283369602696814,0.0775988691355959,2.046546369102432,0.05297529328954381,1.115718479273083,0.04114851014071214,3.09284,0.0,40.0,2.0,117.68
3,0,24.0,8,0,8.0,8,40.0,12,261.5372610383831,205.8903332497384,6.76,0.0,24.220666666666663,8.24,0.0,8.06,8.114666666666666,39.202,12.162666666666668,125.8,5.99666574022598,245.030899078266,1.5161831026255805,1057.32360122397,35.77635782373584,4.315062325614074,0.17271124879376565,47.3849513170127,3.6623740877093804,2.7625206074717212,0.09147034580703498,220.6952892847917,13.830939152325998,2.755578996520981,0.06230940930170328,2.619973862077141,0.06048901969073917,1.051758201257905,0.03151466257332968,2.7551,0.0,50.0,1.0,101.7
3,0,24.0,8,0,12.0,8,36.0,12,258.6219208101834,192.9794738729455,6.679999999999999,0.0,23.982666666666667,8.204666666666666,0.0,12.109333333333334,8.18,35.437333333333335,12.092666666666666,154.22222222222223,4.176654695380556,269.0790436597715,8.442607140210058,1068.76329533831,6.8781380562476855,3.9719306297582726,0.09911005458042148,44.22191298561785,0.4851593380339045,2.7126890367525665,0.2514389992633827,219.03552663666022,16.59321827350262,2.998804851239282,0.1782584587311643,2.755221915683887,0.0685693437562182,1.088407737383627,0.06368927581186085,2.58951,0.0,50.0,1.0,44.16
3,0,12.0,8,0,8.0,12,48.0,12,252.765217489624,312.0935116589853,7.599999999999999,0.0,12.146,8.258666666666665,0.0,8.144666666666668,12.118666666666668,47.145999999999994,12.186,148.22222222222223,3.7006005518624194,272.6757609642905,1.9811446943738422,779.422873814183,44.28170519105566,2.858423759625103,0.14163258710194265,24.9329710458384,1.644086019249899,2.423388621736787,0.3828165805511558,222.21982212447722,13.43698743676021,2.710286274845573,0.217635019915557,2.58102842073369,0.0587401983501713,1.050079980938428,0.0831730376612433,2.76251,0.0,40.0,2.0,51.19
3,0,20.0,4,0,8.0,12,40.0,16,286.6338860416932,331.6417538454799,6.92,0.0,23.994333333333334,8.219999999999999,0.0,8.158666666666667,12.190666666666667,37.25666666666666,10.181666666666667,154.38888888888889,5.9742479531507495,282.37188219577627,3.147044822611579,916.0449497456415,32.86765686894011,3.231304223589711,0.16299540709037103,32.11635228720485,1.8332626675182586,2.571270201202391,0.3302995197101266,226.73612608381057,12.789785578080313,2.8077002506563247,0.12355065422121538,2.6620563506603685,0.06477389912828972,1.054574253602637,0.05478635383247245,2.6699849999999996,0.0,50.0,4.0,38.595
3,0,36.0,8,0,8.0,12,28.000000000000004,8,223.9111527901352,123.2961241345713,5.880000000000001,0.0,35.842666666666666,8.181333333333333,0.0,8.172666666666666,12.262666666666666,27.367333333333335,8.177333333333333,160.55555555555554,8.24789535443908,292.068003427262,4.312944950849316,1052.6670256771,21.453608546824565,3.6041846875543184,0.18435822707879937,39.2997335285713,2.022439315786618,2.719151780667995,0.27778245886909747,231.25243004314396,12.142583719400417,2.905114226467076,0.02946628852687374,2.743084280587047,0.07080759990640814,1.059068526266846,0.02639967000370159,2.57746,0.0,50.0,8.0,26.0
3,0,24.0,12,0,16.0,8,36.0,4,168.4308740170019,84.56241080458013,6.84,0.0,23.91466666666667,12.351333333333333,0.0,16.15666666666667,8.164666666666667,35.28133333333333,4.1306666666666665,120.77777777777777,3.527668414752788,171.634079461387,5.478845079087053,791.0362753336135,10.039560224709021,4.608853194050982,0.20572104706722774,40.068293537858494,2.2116159640549777,2.566511562658544,0.17420127486453024,209.95664024998285,17.10423029696666,2.597429354780377,0.0307715329992696,2.421649415733957,0.09199878313975245,1.072586864929474,0.03734791607404198,3.07067,0.0,50.0,8.0,140.01
3,0,44.0,12,0,8.0,12,20.0,4,180.9907510212047,69.40279779278072,5.28,0.0,43.46533333333333,12.262,0.0,8.120666666666667,12.192666666666666,19.87066666666667,4.090666666666667,127.11111111111111,8.992280640144141,202.637855675381,7.567968476453079,1000.8715328316,20.772275683163365,4.9392130088218185,0.1120276382658999,49.7223004333924,1.3493143314493454,2.299661573745641,0.3190978533208951,224.36221399713853,20.76540625539092,2.569180642656021,0.06062831713130614,2.881413777498622,0.2613299450934607,0.8916389109815206,0.1044187510591451,2.94805,0.0,60.0,2.0,82.55
3,0,16.0,12,0,12.0,8,40.0,12,256.2813520999204,222.8782930484327,7.159999999999999,0.0,15.991333333333332,12.352666666666668,0.0,12.079333333333334,8.150666666666668,39.25800000000001,12.168,141.3,2.1931712199461306,278.138405087326,9.657091873819105,1054.1731424845,31.504991141617705,3.790102780497089,0.018334229464572065,43.00516986149985,0.4870126988437129,2.4937113286215253,0.236010642228004,232.11753413421152,14.418963754333182,2.747289351136605,0.1270919398922359,2.468881571970802,0.08562516481968707,1.112766761405879,0.05578043680487931,2.59804,0.0,50.0,8.0,38.9
3,0,8.0,4,0,32.0,8,40.0,8,192.0751221274112,188.7040108810133,7.92,0.0,8.294,4.163333333333332,0.0,31.994000000000007,8.148,39.206,8.195333333333332,114.44444444444444,5.317685377847939,202.514837195642,1.0902983554553192,804.0652195150765,14.11366469906989,3.9704015303249074,0.09106915077839431,34.799510322592354,1.578375003704295,2.0605429189122995,0.18725322512689999,205.12104333142113,12.051533395126253,2.241779992304809,0.3080931682981698,2.167725886324679,0.07608020687548726,1.03416211728951,0.1415606157056933,2.98586,0.0,40.0,2.0,48.72
3,0,28.000000000000004,12,0,8.0,8,36.0,8,224.4760136253038,131.2495909399068,6.48,0.0,27.928666666666665,12.298666666666666,0.0,8.099999999999998,8.19,35.28066666666666,8.198666666666668,134.88888888888889,5.883120864907597,229.4297278746075,0.325902495161776,983.651481048593,2.4037623926485803,4.287375878274143,0.016567306944613114,43.9318255343168,1.2113592950440457,2.8690451685236975,0.2709167256444798,215.6241782437296,15.395352117345196,2.879509499395724,0.02213967241589674,2.763859137525643,0.1102239845269502,1.041843797427975,0.03904327967268965,2.82666,0.0,40.0,2.0,110.87
3,0,36.0,8,0,8.0,12,28.000000000000004,8,223.9111527901352,123.2961241345713,5.880000000000001,0.0,35.91733333333333,8.267999999999999,0.0,8.156666666666668,12.148666666666664,27.29933333333333,8.216,155.6,6.81469001496033,294.019961155018,22.5554645557788,1027.114459091343,51.325986276791575,3.493349414293035,0.09369838927326415,37.47796456869925,1.3419870380511951,2.136800115063118,0.1878663988944238,255.8826692676037,21.450378073279083,2.49404536750402,0.09081646137694643,2.267476182464976,0.09348168715561807,1.099921307571461,0.05225730799823506,2.49957,0.0,50.0,2.0,22.78
