Nb,Cr,V,W,Zr,PROP LT (K),PROP ST (K),PROP 500C CTE (1/K),PROP 1000C CTE (1/K),PROP 1500C CTE (1/K),EQ 1273K THCD (W/mK),EQ 1273K Density (g/cc),EQ 1523K THCD (W/mK),EQ 1523K Density (g/cc),EQ 2/3*ST THCD (W/mK),EQ 2/3*ST Density (g/cc),Pugh_Ratio_PRIOR,YS 1000C PRIOR,YS 1500C PRIOR,1000 Min Creep NH [1/s],1300 Min Creep NH [1/s],1500 Min Creep NH [1/s],SCHEIL ST,SCHEIL LT,Kou Criteria
0,0.2,0.6,0.2,0,2432.128241,2304.443647,8.64E-06,9.52E-06,1.09E-05,42.53234982,9.055201295,43.78857577,8.971599112,43.85175554,8.966821787,2.444444444,336.5201667,188.1757083,1.75E-12,3.71E-09,4.93E-08,2432.218236,2195.122611,137.5337427
0.05,0.3,0.6,0.05,0,2215.023952,2195.571959,9.16E-06,1.02E-05,1.18E-05,33.51080505,7.101423949,34.26068538,7.029616703,34.0932747,7.047652884,2.429097606,226.8928449,113.2283848,9.42E-11,4.23E-08,7.73E-07,2194.232982,2045.137357,230.9757707
0.25,0,0.1,0.65,0,3286.681398,3060.68678,5.94E-06,6.30E-06,6.71E-06,54.11824018,15.16904774,54.29302257,15.08714501,54.75077427,14.90081123,2.429097606,607.9216079,414.7474378,1.95E-16,8.01E-13,4.21E-11,3286.771393,2227.675768,2044.151679
0,0.3,0.65,0.05,0,2223.901038,2208.948253,9.28E-06,1.03E-05,1.20E-05,38.10677226,6.974326211,39.15204026,6.902646687,38.95311117,6.917990613,2.406392694,88.61467756,37.25730639,1.50E-06,4.52E-05,0.000152407,2223.991036,2187.895411,34.29220559
0.15,0.25,0.4,0.2,0,2468.514422,2274.97,8.19E-06,9.03E-06,1.04E-05,33.03680028,9.43413081,33.45951933,9.351063503,33.44977578,9.353327534,2.391462307,851.4655025,549.432398,2.00E-11,1.11E-08,2.25E-07,2452.422637,1941.327012,415.0641661
0.1,0.3,0.5,0.1,0,2273.220706,2212.966934,8.77E-06,9.73E-06,1.13E-05,32.14801863,7.959916108,32.67019458,7.883146071,32.57813059,7.898716793,2.384057971,493.3268238,285.348535,2.63E-11,2.49E-10,7.33E-09,2241.147554,1973.051929,339.0764131
0.05,0.35,0.6,0,0,2166.713263,2164.168065,9.35E-06,1.04E-05,1.22E-05,32.69876972,6.40501318,33.36641835,6.33786643,33.16535519,6.360601316,2.376693767,147.510702,66.78043081,6.09E-11,2.36E-08,2.02E-07,2142.395931,2022.300306,213.7339189
0,0.2,0.55,0.25,0,2515.579287,2335.149708,8.36E-06,9.21E-06,1.05E-05,43.93071961,9.767014315,45.05088994,9.679783325,45.19216622,9.667042414,2.376693767,459.8628169,273.3783067,5.12E-12,9.89E-09,1.06E-07,2515.669286,2196.573661,162.7874957
0.1,0.25,0.45,0.2,0,2449.395436,2282.183344,8.31E-06,9.17E-06,1.05E-05,34.55871293,9.329149019,35.07985246,9.245455779,35.07691446,9.246011413,2.369369369,726.433224,457.4348415,4.74E-11,1.84E-08,3.60E-07,2435.509408,1990.413783,385.2964025
0.05,0.3,0.55,0.1,0,2272.883668,2224.157396,8.89E-06,9.87E-06,1.15E-05,34.77953374,7.841665742,35.45105097,7.764734176,35.35081993,7.777932625,2.362084456,347.7875777,190.0004614,2.99E-11,1.68E-08,3.40E-07,2255.344188,2042.248563,277.3334429
0.25,0,0.05,0.7,0,3359.432612,3193.776812,5.67E-06,5.99E-06,6.36E-06,59.60027491,15.80603947,59.42661974,15.72547853,59.3205207,15.50962848,2.362084456,482.9083665,323.1346865,6.38E-17,3.29E-13,1.92E-11,3359.522611,2423.426986,1677.602141
0.05,0.25,0.5,0.2,0,2434.151371,2289.315036,8.43E-06,9.32E-06,1.07E-05,37.29897498,9.225634586,37.9750782,9.141337156,37.98304822,9.140171637,2.347631814,571.7489879,347.1568499,3.02E-12,2.53E-09,6.21E-08,2425.551075,2063.45545,305.1585258
0.2,0,0.1,0.7,0,3342.006165,3111.438261,5.79E-06,6.13E-06,6.54E-06,58.15619861,15.71073608,58.15088184,15.62804035,58.3378923,15.42607087,2.340463458,599.8282679,410.473592,1.16E-11,3.14E-08,9.07E-06,3342.096162,2241.000537,2156.407672
0.1,0.35,0.5,0.05,0,2200.472581,2175.30907,8.95E-06,9.97E-06,1.17E-05,31.46169293,7.287054143,31.91959584,7.214062974,31.79687569,7.236550295,2.333333333,395.110066,217.131084,2.45E-11,3.80E-10,1.10E-08,2157.32249,1949.226865,322.2815691
0,0.25,0.55,0.2,0,2423.040422,2296.94905,8.55E-06,9.46E-06,1.09E-05,41.98737427,9.123506044,42.93338363,9.03862618,42.96240877,9.035585577,2.326241135,385.6448733,220.3611652,4.09E-13,1.17E-09,5.35E-08,2423.130417,2195.034792,124.3856111
0.15,0,0.15,0.7,0,3326.474208,3040.570308,5.91E-06,6.27E-06,6.72E-06,58.28799544,15.62067577,58.44430834,15.53584901,58.88458807,15.34614906,2.319186561,675.8826073,467.4298186,5.20E-17,2.83E-13,1.70E-11,3326.564205,2203.46858,2108.683551
0.05,0.35,0.55,0.05,0,2209.944265,2191.15184,9.07E-06,1.01E-05,1.18E-05,33.90564845,7.159038307,34.49443085,7.086141199,34.35921625,7.10541339,2.312169312,255.9679599,130.6619844,5.27E-06,8.05E-05,0.000491524,2187.743348,2017.647723,272.3872947
0.25,0,0,0.75,0,3431.827631,3340.543046,5.40E-06,5.68E-06,6.01E-06,66.04449562,16.43952597,65.36438242,16.36071051,64.23676391,16.11446269,2.298245614,316.9915761,202.8869989,2.15E-06,2.17E-05,0.000133886,3431.917626,3043.100751,636.8204828
0,0.35,0.6,0.05,0,2220.81099,2207.398823,9.19E-06,1.03E-05,1.20E-05,38.02682974,7.030271388,38.84046702,6.957518804,38.68566774,6.973466974,2.291338583,103.980397,45.15841513,7.76E-12,4.50E-09,9.29E-08,2220.900989,2187.805364,30.3222705
0.05,0.25,0.45,0.25,0,2523.302977,2318.221446,8.16E-06,9.01E-06,1.04E-05,38.83978079,9.936257258,39.40423282,9.848460944,39.44978391,9.839902924,2.284467714,714.7083638,453.4496074,4.94E-06,4.82E-05,2.45E-09,2517.419225,2061.3236,334.1821882
0.2,0,0.05,0.75,0,3413.66145,3248.101456,5.51E-06,5.82E-06,6.19E-06,63.85405608,16.34064978,63.40832671,16.25958192,62.7939835,16.02751151,2.277632724,467.6673417,313.1270824,1.94E-17,1.27E-13,8.36E-12,3413.751447,2443.655822,1761.073749
0.1,0.35,0.45,0.1,0,2263.058156,2202.425359,8.68E-06,9.66E-06,1.13E-05,32.87483825,8.024228216,33.25468869,7.946269057,33.18025711,7.964442877,2.270833333,543.3420755,319.2991002,1.69E-11,1.24E-08,4.95E-09,2228.206027,1933.110402,398.2695319
0.05,0.4,0.55,0,0,2164.031186,2160.296084,9.26E-06,1.04E-05,1.22E-05,33.21191081,6.458312862,33.7296959,6.390149885,33.57225889,6.414024623,2.264069264,167.1007843,77.61095578,1.69E-11,9.63E-09,7.15E-08,2139.338487,1993.242862,266.3786064
0,0.25,0.5,0.25,0,2507.200791,2325.445019,8.27E-06,9.15E-06,1.06E-05,43.34956456,9.839688483,44.14618989,9.751110363,44.22496075,9.740604622,2.264069264,520.9193077,315.4188497,1.19E-12,3.23E-09,8.02E-08,2507.290786,2196.195161,144.3315921
0.15,0,0.1,0.75,0,3397.466838,3164.972131,5.63E-06,5.96E-06,6.37E-06,63.44334096,16.24730186,63.19225066,16.16398671,62.97217781,15.94551102,2.257340242,573.3866028,392.0036278,1.68E-17,1.14E-13,7.65E-12,3397.556835,2258.46121,2271.600908
0.05,0.35,0.5,0.1,0,2264.982333,2217.993341,8.80E-06,9.80E-06,1.15E-05,35.18955161,7.904217582,35.68546174,7.826112087,35.60627436,7.840922302,2.250645995,386.3600993,214.9151481,6.47E-06,9.23E-05,0.000537345,2245.926529,2012.830904,322.3147794
0.05,0.3,0.45,0.2,0,2425.434024,2279.698695,8.34E-06,9.25E-06,1.08E-05,37.57580852,9.296705437,38.04413228,9.211099206,38.0388406,9.212283532,2.237360754,632.134996,389.5666611,3.01E-12,2.62E-09,6.58E-08,2415.830618,2034.734993,343.1404184
0.1,0,0.15,0.75,0,3383.185581,3093.093478,5.75E-06,6.11E-06,6.55E-06,65.05973934,16.15949685,64.99558218,16.07393665,65.12375567,15.86755555,2.237360754,633.9860845,437.0836421,1.35E-17,9.72E-14,6.69E-12,3383.27558,2224.179955,2224.542206
0.2,0.05,0.05,0.7,0,3334.862363,3060.069335,5.70E-06,6.06E-06,6.56E-06,58.94738427,15.82432957,58.42630836,15.73990914,57.63920442,15.53973585,2.230769231,865.0780109,616.6849744,9.49E-17,4.79E-13,2.77E-11,3334.841847,1954.746222,3108.093512
0,0.35,0.55,0.1,0,2269.81448,2233.247014,8.92E-06,9.94E-06,1.17E-05,39.14074893,7.784262239,39.83039371,7.706049919,39.74505423,7.717521779,2.230769231,206.6906329,103.5636138,2.52E-12,1.82E-09,4.17E-08,2269.904476,2190.808851,62.0455759
0,0.3,0.5,0.2,0,2414.13336,2290.479734,8.46E-06,9.39E-06,1.09E-05,41.67213374,9.192730414,42.33379476,9.106554606,42.34320105,9.105065626,2.217687075,433.3949045,252.2038876,4.63E-10,1.67E-07,3.94E-06,2414.223355,2195.12773,114.0952469
0.2,0,0,0.8,0,3485.17005,3398.958751,5.24E-06,5.51E-06,5.83E-06,70.54011037,16.96644505,69.46888531,16.88740694,67.50217352,16.62452013,2.217687075,293.4997252,186.8322034,7.06E-13,1.36E-05,7.24E-05,3485.260046,3093.710046,659.6990744
0.05,0,0.2,0.75,0,3370.767132,3033.31417,5.87E-06,6.25E-06,6.73E-06,69.39180166,16.07726414,69.5476113,15.98945819,70.05948362,15.79306246,2.217687075,647.8558201,446.3163265,1.00E-17,7.80E-14,5.57E-12,3370.857131,2226.761506,1990.485031
0.05,0.4,0.5,0.05,0,2204.36917,2185.669989,8.98E-06,1.00E-05,1.19E-05,34.44285835,7.217471693,34.86763155,7.143468198,34.76785876,7.164229084,2.204737733,284.1769034,147.9115035,3.25E-12,1.45E-09,8.69E-12,2181.534117,1986.438492,328.1113177
0.15,0,0.05,0.8,0,3467.952069,3306.147287,5.36E-06,5.66E-06,6.01E-06,69.41800883,16.86914934,68.60296999,16.78774948,67.26095491,16.53844113,2.198312236,434.1741999,289.3124155,5.43E-18,4.61E-14,3.43E-12,3468.042064,2469.958314,1847.457858
0,0.4,0.55,0.05,0,2218.066531,2206.017704,9.10E-06,1.02E-05,1.20E-05,38.12807866,7.086997975,38.7203181,7.013156298,38.60934964,7.029689232,2.185558354,118.4165631,52.79555369,1.12E-12,9.92E-10,2.51E-08,2218.156528,2188.060903,30.17448305
0.1,0,0.1,0.8,0,3452.697781,3221.921028,5.48E-06,5.80E-06,6.19E-06,70.52618856,16.77766773,69.91629583,16.69391004,69.05697825,16.45789114,2.179229481,525.4891422,357.0469975,4.33E-18,3.89E-14,2.97E-12,3452.787781,2283.692156,2392.837946
0.05,0.3,0.4,0.25,0,2515.840414,2306.175339,8.07E-06,8.94E-06,1.04E-05,39.12091877,10.01184412,39.45912312,9.922669582,39.47546177,9.917062599,2.179229481,786.1193991,505.3458405,9.54E-13,1.04E-09,2.89E-08,2509.471738,2030.376113,372.4147459
0,0.3,0.45,0.25,0,2499.106734,2317.182948,8.18E-06,9.08E-06,1.06E-05,43.01361942,9.913333788,43.51249714,9.823389467,43.5496469,9.814837111,2.160432253,580.1287648,356.7919729,4.89E-10,1.65E-07,4.02E-06,2499.196732,2196.101107,130.8600426
0.05,0,0.15,0.8,0,3439.341972,3148.591554,5.59E-06,5.94E-06,6.37E-06,74.50286609,16.69202238,74.08212906,16.60590773,73.64864728,16.38184289,2.160432253,566.9065208,387.3485447,3.19E-18,3.09E-14,2.45E-12,3439.431971,2255.336346,2347.300645
0.05,0.45,0.5,0,0,2160.631571,2155.070954,9.17E-06,1.03E-05,1.22E-05,33.86998753,6.512381155,34.23230423,6.443186269,34.12206921,6.468486278,2.160432253,185.8194208,88.19954459,4.21E-06,6.57E-05,3.29E-08,2136.30566,1959.210035,327.6975349
0.15,0.05,0.05,0.75,0,3390.103194,3111.587225,5.54E-06,5.90E-06,6.39E-06,63.40529826,16.36154481,62.56292912,16.27647862,61.19992139,16.05898721,2.154228856,852.9911929,609.5044892,1.85E-06,1.53E-05,6.95E-09,3390.117812,1993.022187,3166.848719
0.05,0.4,0.45,0.1,0,2256.625838,2210.963664,8.71E-06,9.74E-06,1.15E-05,35.75258573,7.967652349,36.06876586,7.888355311,36.01635279,7.905019984,2.148056245,423.6523415,239.3748852,9.50E-19,3.42E-14,5.66E-12,2236.709142,1979.613517,378.6570074
0.15,0,0,0.85,0,3538.52499,3462.050354,5.08E-06,5.35E-06,5.66E-06,76.41546617,17.48628838,74.81661152,17.40720302,71.68637328,17.1265326,2.141914191,251.6374154,157.6560304,2.71E-12,6.15E-06,2.48E-05,3538.614988,3159.519363,661.1587242
0,0,0.2,0.8,0,3427.82513,3087.415677,5.71E-06,6.08E-06,6.55E-06,82.91851417,16.6122512,82.72116184,16.52377736,82.76941082,16.3095772,2.141914191,556.1523696,377.8976072,1.02E-11,2.16E-08,5.35E-07,3427.915126,2267.428876,2090.553933
0.1,0.05,0.1,0.75,0,3376.111715,3028.863944,5.66E-06,6.04E-06,6.57E-06,64.07094372,16.27061447,63.40110733,16.1833074,62.42149265,15.98341185,2.135802469,900.0511912,644.9026361,4.66E-10,1.60E-07,2.62E-06,3376.107645,2081.01202,2607.336385
0,0.4,0.5,0.1,0,2264.304925,2230.734803,8.83E-06,9.88E-06,1.17E-05,39.24802475,7.84592681,39.70405137,7.766538924,39.64798517,7.778797706,2.129720854,230.3299328,117.7059572,3.61E-13,4.00E-10,1.12E-08,2264.394921,2191.299296,57.21648389
0.1,0,0.05,0.85,0,3521.940562,3368.853305,5.20E-06,5.49E-06,5.84E-06,76.84764449,17.3904805,75.5004013,17.30892606,73.06865135,17.04110439,2.123669124,379.1562326,249.4815113,1.39E-18,1.55E-14,1.32E-12,3522.030556,2505.934931,1922.000405
0,0.35,0.45,0.2,0,2405.372004,2284.959149,8.37E-06,9.33E-06,1.10E-05,41.57655061,9.262893048,41.96975566,9.175402662,41.97015232,9.175286114,2.117647059,479.3200394,283.2903811,6.02E-13,7.62E-10,2.26E-08,2405.462003,2195.366378,105.1835368
0.05,0,0.1,0.85,0,3507.275492,3283.239076,5.32E-06,5.63E-06,6.02E-06,80.34596821,17.30076533,79.17079733,17.21674469,77.25129372,16.9618736,2.105691057,452.4291999,303.1433655,1.01E-18,1.22E-14,1.08E-12,3507.365489,2319.269864,2516.900896
0.05,0.45,0.45,0.05,0,2198.337408,2178.999417,8.89E-06,9.98E-06,1.19E-05,35.13570866,7.276741641,35.3893393,7.201614878,35.33083966,7.224153515,2.105691057,311.1018159,164.6593222,1.48E-14,2.57E-11,9.60E-10,2175.647408,1951.551783,390.6822798
0,0,0.15,0.85,0,3494.45271,3207.9293,5.44E-06,5.77E-06,6.20E-06,88.40457386,17.21717205,87.34448967,17.13068488,85.82995982,16.88768229,2.087974173,470.3025853,315.5163952,1.26E-06,4.58E-08,17091852.97,3494.542706,2302.247706,2467.472217
0,0.45,0.5,0.05,0,2215.676536,2204.807998,9.01E-06,1.01E-05,1.21E-05,38.4134357,7.144522402,38.78806653,7.069575262,38.72160853,7.086671356,2.087974173,131.4995807,59.88274086,8.24E-07,1.34E-05,3.62E-07,2215.766531,2187.670906,26.99260679
0.1,0.05,0.05,0.8,0,3445.183477,3165.965843,5.39E-06,5.73E-06,6.22E-06,69.2457022,16.89222414,67.95906379,16.8066914,65.76464104,16.57078509,2.082125604,820.15316,585.6911885,5.10E-10,1.64E-07,2.69E-06,3445.228016,2047.132391,3209.077586
0.1,0,0,0.9,0,3591.536831,3531.013556,4.93E-06,5.18E-06,5.49E-06,84.23620157,17.99802222,81.88601465,17.91906671,77.07235985,17.61913854,2.070512821,188.017442,113.7005338,1.46E-13,1.03E-09,1.76E-07,3591.626829,3252.531204,608.4386555
0.05,0.5,0.45,0,0,2156.5843,2148.330646,9.08E-06,1.02E-05,1.23E-05,34.66642328,6.569334118,34.88650907,6.496991928,34.83038796,6.524044677,2.064748201,203.2705188,98.27016521,1.92E-12,2.21E-09,1.78E-08,2133.306342,1922.210717,399.5999764
0.05,0.05,0.1,0.8,0,3432.076903,3079.362923,5.50E-06,5.87E-06,6.40E-06,71.75019622,16.80335334,70.60552351,16.71546771,68.82101036,16.49812082,2.064748201,847.1981716,605.2826655,3.18E-18,3.21E-14,2.60E-12,3432.124853,2142.029228,2654.990223
0,0.35,0.4,0.25,0,2491.199804,2310.247017,8.09E-06,9.02E-06,1.06E-05,42.91179081,9.987969773,43.1279957,9.896639793,43.13822485,9.889769229,2.064748201,637.0781565,397.0852999,1.61E-13,2.67E-10,9.01E-09,2491.2898,2196.194175,121.6585445
0.05,0,0.05,0.9,0,3575.215173,3437.655857,5.05E-06,5.32E-06,5.67E-06,87.08872445,17.90360074,84.91990354,17.822071,80.7657134,17.5340416,2.053301512,298.6918749,191.4437532,3.21E-19,4.85E-15,4.75E-13,3575.30517,2556.209545,1961.518262
0.05,0.45,0.4,0.1,0,2247.863823,2202.93099,8.62E-06,9.67E-06,1.15E-05,36.48306395,8.031988812,36.61056968,7.951482243,36.59306845,7.970283816,2.053301512,459.2598388,263.044193,4.78E-14,2.04E-05,1.21E-09,2227.815509,1941.719884,443.7949845
0,0.45,0.45,0.1,0,2259.343278,2228.578556,8.74E-06,9.81E-06,1.17E-05,39.55045812,7.908451834,39.77528852,7.827870914,39.75116638,7.840858614,2.036334913,252.1686761,130.9990874,3.86E-14,9.38E-11,4.07E-09,2259.433275,2191.33765,54.4809071
0,0.4,0.4,0.2,0,2396.768292,2280.315034,8.28E-06,9.26E-06,1.10E-05,41.69761438,9.334013095,41.82949971,9.245189117,41.8287469,9.246271935,2.025157233,523.0107578,313.2429884,1.05E-11,6.49E-11,2.26E-09,2396.858287,2195.762662,101.0176852
0.05,0.05,0.05,0.85,0,3499.699702,3223.990629,5.23E-06,5.56E-06,6.04E-06,77.07953884,17.41529312,75.14231778,17.32947569,71.69555756,17.07379322,2.014084507,763.3047138,542.73856,1.01E-18,1.27E-14,1.14E-12,3499.769241,2126.673616,3222.433863
0.05,0.5,0.4,0.05,0,2191.918948,2170.983034,8.80E-06,9.91E-06,1.19E-05,36.00224264,7.336866186,36.07270084,7.26059891,36.0646903,7.285247947,2.014084507,336.3501985,180.6010787,2.50E-06,2.12E-05,2.08E-09,2170.132762,1911.037137,465.3994141
0.05,0,0,0.95,0,3643.810141,3607.656904,4.77E-06,5.01E-06,5.32E-06,94.95409291,18.50063383,91.4647017,18.42198627,84.09069481,18.10080027,2.003115265,99.30435212,54.94942348,6.72E-06,7.39E-05,1.57E-09,3643.900138,3402.804513,437.2822419
0,0.5,0.45,0.05,0,2213.64603,2203.774009,8.92E-06,1.01E-05,1.21E-05,38.89124767,7.202861561,39.04569727,7.12679224,39.02545515,7.14442743,1.997668998,142.8400514,66.15120294,2.02E-06,3.08E-05,9.71E-08,2213.736027,2187.640402,25.16485761
0,0.05,0.1,0.85,0,3487.092408,3132.56811,5.35E-06,5.71E-06,6.22E-06,82.53004138,17.32837302,80.62038229,17.24009306,77.49881729,17.00421475,1.997668998,766.1516368,543.3106842,7.29E-11,5.74E-08,1.92E-06,3487.182403,2234.086778,2678.208116
0,0,0.05,0.95,0,3627.323591,3514.923171,4.89E-06,5.16E-06,5.50E-06,101.8866328,18.4074894,98.33666176,18.32616485,91.26581108,18.01550941,1.986852282,188.1363065,113.7931987,1.10E-05,0.000120103,3.08E-10,3627.413589,2645.317964,1876.629315
0,0.4,0.35,0.25,0,2483.403345,2304.52591,8.00E-06,8.95E-06,1.06E-05,43.04076747,10.06361651,42.9799051,9.970881018,42.97349246,9.965431712,1.976135489,691.3906512,435.9243759,8.91E-12,2.61E-11,1.01E-09,2483.49334,2196.397715,114.4229202
0.05,0.05,0,0.9,0,3567.347789,3396.805831,4.96E-06,5.26E-06,5.69E-06,83.17755713,18.02125192,80.22168497,17.93790229,74.34518001,17.63707018,1.965517241,645.6246221,453.6036946,3.38E-19,5.03E-15,5.03E-13,3567.437786,2082.342161,2740.079567
0.05,0.5,0.35,0.1,0,2238.791278,2193.70527,8.53E-06,9.60E-06,1.15E-05,37.40072891,8.097246278,37.32498079,8.015511802,37.35390498,8.036785623,1.965517241,492.803749,285.6052314,2.55E-06,2.22E-05,3.18E-09,2219.376212,1900.280587,523.3595648
0,0.5,0.4,0.1,0,2254.994379,2226.776724,8.65E-06,9.75E-06,1.17E-05,40.05716132,7.971855388,40.04624579,7.890063602,40.05708142,7.903718777,1.949771689,271.8194879,143.1391706,1.51E-06,2.23E-05,2.00E-07,2255.084378,2191.988753,53.72862618
0,0.05,0.05,0.9,0,3553.197807,3286.947012,5.07E-06,5.40E-06,5.87E-06,87.96313307,17.92969552,85.00564026,17.84377727,79.56812711,17.5665019,1.949771689,678.5214274,477.8419289,2.40E-10,7.41E-08,1.22E-06,3553.287804,2247.192179,3183.494229
0,0.45,0.35,0.2,0,2388.372456,2276.491196,8.19E-06,9.19E-06,1.10E-05,42.03914162,9.406110231,41.90857494,9.315933256,41.91258767,9.318045451,1.939393939,564.090402,341.7141154,2.60E-12,5.35E-09,9.95E-08,2388.462454,2195.366829,95.4014968
0.05,0.55,0.35,0.05,0,2185.211872,2161.386196,8.71E-06,9.85E-06,1.19E-05,37.03971373,7.40003001,36.93582388,7.320438479,36.9921724,7.347591492,1.929110106,359.5541904,195.4474428,1.47E-12,3.25E-09,2.41E-08,2165.012705,1867.91708,551.8550572
0,0.55,0.4,0.05,0,2211.976889,2202.920965,8.83E-06,9.99E-06,1.21E-05,39.57591388,7.262032825,39.50085439,7.18482425,39.52967285,7.202971702,1.913857678,152.0813309,71.35228117,1.61E-11,1.30E-08,3.10E-07,2212.066889,2187.971264,23.59803477
0,0.05,0,0.95,0,3619.655382,3472.227263,4.80E-06,5.09E-06,5.52E-06,94.16197453,18.52451952,89.89540287,18.44135774,81.22740371,18.11494519,1.903803132,555.9904723,385.3547051,1.48E-19,2.27E-15,2.25E-13,3619.74538,2354.57788,2502.021489
0,0.55,0.35,0.1,0,2251.310785,2225.332904,8.56E-06,9.68E-06,1.17E-05,40.78387732,8.036156063,40.52517135,7.953135198,40.57450139,7.967391672,1.869309838,288.9250194,153.8445949,4.24E-12,4.48E-09,1.22E-07,2251.400781,2192.305156,52.21541903
0,0.6,0.35,0.05,0,2210.669051,2202.254587,8.74E-06,9.92E-06,1.21E-05,40.48900671,7.322054067,40.16741815,7.243688796,40.24947668,7.262318673,1.835864064,158.8991743,75.26038115,1.34E-11,1.18E-08,2.94E-07,2210.75905,2188.663425,23.41985191
0,0.6,0.3,0.1,0,2248.33175,2224.254878,8.47E-06,9.61E-06,1.18E-05,41.75424423,8.101372973,41.22706023,8.017104429,41.31914086,8.03189011,1.794326241,303.1559505,162.8563609,3.47E-12,4.02E-09,1.14E-07,2248.421746,2192.326121,50.86327841
0,0.65,0.3,0.05,0,2209.721754,2201.780663,8.65E-06,9.86E-06,1.21E-05,41.66105973,7.382943672,41.0665955,7.303403885,41.20771376,7.322483193,1.763102725,163.0024039,77.67621954,1.09E-11,1.05E-08,2.75E-07,2209.811753,2187.716128,22.14139537
0,0.65,0.25,0.1,0,2246.084777,2223.553607,8.38E-06,9.55E-06,1.18E-05,43.00182103,8.167525784,42.17486463,8.081990559,42.31491004,8.09722639,1.724279835,314.2098604,169.9388376,2.79E-12,3.55E-09,1.06E-07,2246.174777,2192.079152,49.40102319
0,0.7,0.25,0.05,0,2209.134591,2201.504667,8.56E-06,9.79E-06,1.22E-05,43.13431531,7.444720561,42.22868937,7.363988049,42.43678936,7.38348055,1.695064233,164.1347066,78.43066203,1.57E-06,5.37E-10,1.27E-08,2209.224588,2188.128963,23.74144063
0,0.7,0.2,0.1,0,2244.58813,2223.242457,8.29E-06,9.48E-06,1.18E-05,44.57321722,8.234634724,43.40146456,8.147813409,43.59595824,8.16341241,1.658698539,321.8108112,174.880904,2.20E-12,3.08E-09,9.62E-08,2244.678128,2192.582503,50.73543979
0,0.75,0.2,0.05,0,2208.908257,2201.431502,8.47E-06,9.72E-06,1.22E-05,44.96692815,7.507404207,43.69583712,7.425460364,43.98163937,7.445326551,1.631303209,162.0778627,77.38954371,1.07E-06,1.12E-05,5.79E-08,2208.998251,2187.902626,24.2904182
0,0.75,0.15,0.1,0,2243.852829,2223.336969,8.20E-06,9.41E-06,1.18E-05,46.53291375,8.302720613,44.95273181,8.214593372,45.20985302,8.230459664,1.597168597,325.7095883,177.4975359,9.89E-12,9.64E-06,1.02E-07,2243.942827,2192.847202,51.18329665
0,0.8,0.15,0.05,0,2209.044876,2201.565346,8.38E-06,9.66E-06,1.22E-05,47.23948061,7.57101466,45.52621365,7.487840464,45.90429723,7.508037576,1.571428571,156.656995,74.46004949,5.69E-07,7.52E-06,2.49E-07,2209.134871,2188.039246,24.31028295
0,0.8,0.1,0.1,0,2243.882476,2223.855649,8.11E-06,9.35E-06,1.19E-05,48.97079758,8.371804876,46.89225989,8.28235144,47.22248541,8.298378959,1.539325843,325.6846151,177.6319414,3.49E-07,5.02E-06,5.23E-07,2243.972474,2192.876849,53.31541185
0,0.85,0.1,0.05,0,2209.547807,2201.909882,8.29E-06,9.59E-06,1.22E-05,50.06533022,7.635572562,47.80055508,7.551148569,48.2910045,7.571630545,1.515095502,147.7489322,69.5995789,1.01E-06,3.05E-09,5.84E-08,2209.637803,2187.542178,23.84284234
0,0.85,0.05,0.1,0,2244.667825,2224.82349,8.02E-06,9.28E-06,1.19E-05,52.58645884,8.442117925,49.30875767,8.351109221,49.72571841,8.367179389,1.484848485,321.5436476,175.1584165,7.92E-07,9.46E-06,1.33E-07,2244.757819,2192.662194,53.98461951
0,0.9,0.05,0.05,0,2210.420125,2202.469093,8.20E-06,9.53E-06,1.23E-05,53.60760408,7.701099176,50.63252394,7.615405504,51.26356064,7.636122743,1.461998803,135.2957383,62.82867496,3.50E-07,5.12E-06,6.03E-07,2210.510123,2187.414498,25.05801476
0,0.95,0,0.05,0,2211.659716,2203.249965,8.11E-06,9.46E-06,1.23E-05,58.10832523,7.767616402,54.18573087,7.680632721,54.99806076,7.701531154,1.411867365,119.3274718,54.25089823,2.77E-06,1.91E-05,6.75E-05,2211.749715,2187.65409,28.57746978
