Unnamed: 0.1,Unnamed: 0,V,Cr,Mn,Fe,Co,Ni,Al,Cu,Subsystem_Number,EQ 500C TCHEA7 MAX FCC,EQ 500C TCHEA7 SUM FCC,EQ 950C TCHEA7 MAX FCC,EQ 950C TCHEA7 SUM FCC
22723,5723,0.08,0.08,0.04,0.28,0.08,0.44,0,0,1,1,1,1,1
22724,5724,0.08,0.08,0.04,0.28,0.12,0.4,0,0,1,1,1,1,1
22734,5734,0.08,0.08,0.04,0.32,0.04,0.44,0,0,1,1,1,1,1
22735,5735,0.08,0.08,0.04,0.32,0.08,0.4,0,0,1,1,1,1,1
22800,5800,0.08,0.08,0.08,0.04,0.04,0.68,0,0,1,1,1,1,1
22801,5801,0.08,0.08,0.08,0.04,0.08,0.64,0,0,1,1,1,1,1
22802,5802,0.08,0.08,0.08,0.04,0.12,0.6,0,0,1,1,1,1,1
22803,5803,0.08,0.08,0.08,0.04,0.16,0.56,0,0,1,1,1,1,1
22804,5804,0.08,0.08,0.08,0.04,0.2,0.52,0,0,1,1,1,1,1
22805,5805,0.08,0.08,0.08,0.04,0.24,0.48,0,0,1,1,1,1,1
22806,5806,0.08,0.08,0.08,0.04,0.28,0.44,0,0,1,1,1,1,1
22807,5807,0.08,0.08,0.08,0.04,0.32,0.4,0,0,1,1,1,1,1
22808,5808,0.08,0.08,0.08,0.04,0.36,0.36,0,0,1,1,1,1,1
22809,5809,0.08,0.08,0.08,0.04,0.4,0.32,0,0,1,1,1,1,1
22810,5810,0.08,0.08,0.08,0.04,0.44,0.28,0,0,1,1,1,1,1
22817,5817,0.08,0.08,0.08,0.08,0.04,0.64,0,0,1,1,1,1,1
22818,5818,0.08,0.08,0.08,0.08,0.08,0.6,0,0,1,1,1,1,1
22819,5819,0.08,0.08,0.08,0.08,0.12,0.56,0,0,1,1,1,1,1
22820,5820,0.08,0.08,0.08,0.08,0.16,0.52,0,0,1,1,1,1,1
22821,5821,0.08,0.08,0.08,0.08,0.2,0.48,0,0,1,1,1,1,1
22822,5822,0.08,0.08,0.08,0.08,0.24,0.44,0,0,1,1,1,1,1
22823,5823,0.08,0.08,0.08,0.08,0.28,0.4,0,0,1,1,1,1,1
22824,5824,0.08,0.08,0.08,0.08,0.32,0.36,0,0,1,1,1,1,1
22825,5825,0.08,0.08,0.08,0.08,0.36,0.32,0,0,1,1,1,1,1
22826,5826,0.08,0.08,0.08,0.08,0.4,0.28,0,0,1,1,1,1,1
22827,5827,0.08,0.08,0.08,0.08,0.44,0.24,0,0,1,1,1,1,1
22833,5833,0.08,0.08,0.08,0.12,0.04,0.6,0,0,1,1,1,1,1
22834,5834,0.08,0.08,0.08,0.12,0.08,0.56,0,0,1,1,1,1,1
22835,5835,0.08,0.08,0.08,0.12,0.12,0.52,0,0,1,1,1,1,1
22836,5836,0.08,0.08,0.08,0.12,0.16,0.48,0,0,1,1,1,1,1
22837,5837,0.08,0.08,0.08,0.12,0.2,0.44,0,0,1,1,1,1,1
22838,5838,0.08,0.08,0.08,0.12,0.24,0.4,0,0,1,1,1,1,1
22839,5839,0.08,0.08,0.08,0.12,0.28,0.36,0,0,1,1,1,1,1
22840,5840,0.08,0.08,0.08,0.12,0.32,0.32,0,0,1,1,1,1,1
22841,5841,0.08,0.08,0.08,0.12,0.36,0.28,0,0,1,1,1,1,1
22842,5842,0.08,0.08,0.08,0.12,0.4,0.24,0,0,1,1,1,1,1
22848,5848,0.08,0.08,0.08,0.16,0.04,0.56,0,0,1,1,1,1,1
22849,5849,0.08,0.08,0.08,0.16,0.08,0.52,0,0,1,1,1,1,1
22850,5850,0.08,0.08,0.08,0.16,0.12,0.48,0,0,1,1,1,1,1
22851,5851,0.08,0.08,0.08,0.16,0.16,0.44,0,0,1,1,1,1,1
22852,5852,0.08,0.08,0.08,0.16,0.2,0.4,0,0,1,1,1,1,1
22853,5853,0.08,0.08,0.08,0.16,0.24,0.36,0,0,1,1,1,1,1
22854,5854,0.08,0.08,0.08,0.16,0.28,0.32,0,0,1,1,1,1,1
22862,5862,0.08,0.08,0.08,0.2,0.04,0.52,0,0,1,1,1,1,1
22863,5863,0.08,0.08,0.08,0.2,0.08,0.48,0,0,1,1,1,1,1
22864,5864,0.08,0.08,0.08,0.2,0.12,0.44,0,0,1,1,1,1,1
22865,5865,0.08,0.08,0.08,0.2,0.16,0.4,0,0,1,1,1,1,1
22866,5866,0.08,0.08,0.08,0.2,0.2,0.36,0,0,1,1,1,1,1
22875,5875,0.08,0.08,0.08,0.24,0.04,0.48,0,0,1,1,1,1,1
22876,5876,0.08,0.08,0.08,0.24,0.08,0.44,0,0,1,1,1,1,1
22877,5877,0.08,0.08,0.08,0.24,0.12,0.4,0,0,1,1,1,1,1
22878,5878,0.08,0.08,0.08,0.24,0.16,0.36,0,0,1,1,1,1,1
22887,5887,0.08,0.08,0.08,0.28,0.04,0.44,0,0,1,1,1,1,1
22888,5888,0.08,0.08,0.08,0.28,0.08,0.4,0,0,1,1,1,1,1
22889,5889,0.08,0.08,0.08,0.28,0.12,0.36,0,0,1,1,1,1,1
22898,5898,0.08,0.08,0.08,0.32,0.04,0.4,0,0,1,1,1,1,1
22899,5899,0.08,0.08,0.08,0.32,0.08,0.36,0,0,1,1,1,1,1
22908,5908,0.08,0.08,0.08,0.36,0.04,0.36,0,0,1,0.997118944,0.997118944,1,1
22909,5909,0.08,0.08,0.08,0.36,0.08,0.32,0,0,1,0.998291641,0.998291641,1,1
22953,5953,0.08,0.08,0.12,0.04,0.04,0.64,0,0,1,1,1,1,1
22954,5954,0.08,0.08,0.12,0.04,0.08,0.6,0,0,1,1,1,1,1
22955,5955,0.08,0.08,0.12,0.04,0.12,0.56,0,0,1,1,1,1,1
22956,5956,0.08,0.08,0.12,0.04,0.16,0.52,0,0,1,1,1,1,1
22957,5957,0.08,0.08,0.12,0.04,0.2,0.48,0,0,1,1,1,1,1
22958,5958,0.08,0.08,0.12,0.04,0.24,0.44,0,0,1,1,1,1,1
22959,5959,0.08,0.08,0.12,0.04,0.28,0.4,0,0,1,1,1,1,1
22960,5960,0.08,0.08,0.12,0.04,0.32,0.36,0,0,1,1,1,1,1
22961,5961,0.08,0.08,0.12,0.04,0.36,0.32,0,0,1,1,1,1,1
22962,5962,0.08,0.08,0.12,0.04,0.4,0.28,0,0,1,1,1,1,1
22963,5963,0.08,0.08,0.12,0.04,0.44,0.24,0,0,1,1,1,1,1
22969,5969,0.08,0.08,0.12,0.08,0.04,0.6,0,0,1,1,1,1,1
22970,5970,0.08,0.08,0.12,0.08,0.08,0.56,0,0,1,1,1,1,1
22971,5971,0.08,0.08,0.12,0.08,0.12,0.52,0,0,1,1,1,1,1
22976,5976,0.08,0.08,0.12,0.08,0.32,0.32,0,0,1,1,1,1,1
22977,5977,0.08,0.08,0.12,0.08,0.36,0.28,0,0,1,1,1,1,1
22978,5978,0.08,0.08,0.12,0.08,0.4,0.24,0,0,1,1,1,1,1
22979,5979,0.08,0.08,0.12,0.08,0.44,0.2,0,0,1,1,1,1,1
22980,5980,0.08,0.08,0.12,0.08,0.48,0.16,0,0,1,1,1,1,1
22984,5984,0.08,0.08,0.12,0.12,0.04,0.56,0,0,1,1,1,1,1
22985,5985,0.08,0.08,0.12,0.12,0.08,0.52,0,0,1,1,1,1,1
22990,5990,0.08,0.08,0.12,0.12,0.28,0.32,0,0,1,0.999334089,0.999334089,1,1
22991,5991,0.08,0.08,0.12,0.12,0.32,0.28,0,0,1,1,1,1,1
22992,5992,0.08,0.08,0.12,0.12,0.36,0.24,0,0,1,1,1,1,1
22993,5993,0.08,0.08,0.12,0.12,0.4,0.2,0,0,1,1,1,1,1
22994,5994,0.08,0.08,0.12,0.12,0.44,0.16,0,0,1,1,1,1,1
22998,5998,0.08,0.08,0.12,0.16,0.04,0.52,0,0,1,1,1,1,1
22999,5999,0.08,0.08,0.12,0.16,0.08,0.48,0,0,1,1,1,1,1
23000,6000,0.08,0.08,0.12,0.16,0.12,0.44,0,0,1,1,1,1,1
23001,6001,0.08,0.08,0.12,0.16,0.16,0.4,0,0,1,1,1,1,1
23002,6002,0.08,0.08,0.12,0.16,0.2,0.36,0,0,1,1,1,1,1
23003,6003,0.08,0.08,0.12,0.16,0.24,0.32,0,0,1,1,1,1,1
23004,6004,0.08,0.08,0.12,0.16,0.28,0.28,0,0,1,1,1,1,1
23005,6005,0.08,0.08,0.12,0.16,0.32,0.24,0,0,1,1,1,1,1
23011,6011,0.08,0.08,0.12,0.2,0.04,0.48,0,0,1,1,1,1,1
23012,6012,0.08,0.08,0.12,0.2,0.08,0.44,0,0,1,1,1,1,1
23013,6013,0.08,0.08,0.12,0.2,0.12,0.4,0,0,1,1,1,1,1
23014,6014,0.08,0.08,0.12,0.2,0.16,0.36,0,0,1,1,1,1,1
23015,6015,0.08,0.08,0.12,0.2,0.2,0.32,0,0,1,1,1,1,1
23016,6016,0.08,0.08,0.12,0.2,0.24,0.28,0,0,1,1,1,1,1
23023,6023,0.08,0.08,0.12,0.24,0.04,0.44,0,0,1,1,1,1,1
23024,6024,0.08,0.08,0.12,0.24,0.08,0.4,0,0,1,1,1,1,1
23025,6025,0.08,0.08,0.12,0.24,0.12,0.36,0,0,1,1,1,1,1
23026,6026,0.08,0.08,0.12,0.24,0.16,0.32,0,0,1,1,1,1,1
23027,6027,0.08,0.08,0.12,0.24,0.2,0.28,0,0,1,0.994503033,0.994503033,1,1
23089,6089,0.08,0.08,0.16,0.04,0.04,0.6,0,0,1,1,1,1,1
23090,6090,0.08,0.08,0.16,0.04,0.08,0.56,0,0,1,1,1,1,1
23091,6091,0.08,0.08,0.16,0.04,0.12,0.52,0,0,1,1,1,1,1
23095,6095,0.08,0.08,0.16,0.04,0.28,0.36,0,0,1,0.999404796,0.999404796,1,1
23096,6096,0.08,0.08,0.16,0.04,0.32,0.32,0,0,1,1,1,1,1
23097,6097,0.08,0.08,0.16,0.04,0.36,0.28,0,0,1,1,1,1,1
23098,6098,0.08,0.08,0.16,0.04,0.4,0.24,0,0,1,1,1,1,1
23099,6099,0.08,0.08,0.16,0.04,0.44,0.2,0,0,1,1,1,1,1
23100,6100,0.08,0.08,0.16,0.04,0.48,0.16,0,0,1,1,1,1,1
23104,6104,0.08,0.08,0.16,0.08,0.04,0.56,0,0,1,1,1,1,1
23112,6112,0.08,0.08,0.16,0.08,0.36,0.24,0,0,1,1,1,1,1
23113,6113,0.08,0.08,0.16,0.08,0.4,0.2,0,0,1,1,1,1,1
23114,6114,0.08,0.08,0.16,0.08,0.44,0.16,0,0,1,1,1,1,1
23115,6115,0.08,0.08,0.16,0.08,0.48,0.12,0,0,1,1,1,1,1
23116,6116,0.08,0.08,0.16,0.08,0.52,0.08,0,0,1,1,1,1,1
23118,6118,0.08,0.08,0.16,0.12,0.04,0.52,0,0,1,1,1,1,1
23125,6125,0.08,0.08,0.16,0.12,0.32,0.24,0,0,1,1,1,1,1
23126,6126,0.08,0.08,0.16,0.12,0.36,0.2,0,0,1,1,1,1,1
23127,6127,0.08,0.08,0.16,0.12,0.4,0.16,0,0,1,1,1,1,1
23128,6128,0.08,0.08,0.16,0.12,0.44,0.12,0,0,1,1,1,1,1
23129,6129,0.08,0.08,0.16,0.12,0.48,0.08,0,0,1,1,1,1,1
23131,6131,0.08,0.08,0.16,0.16,0.04,0.48,0,0,1,1,1,1,1
23132,6132,0.08,0.08,0.16,0.16,0.08,0.44,0,0,1,1,1,1,1
23133,6133,0.08,0.08,0.16,0.16,0.12,0.4,0,0,1,0.996190434,0.996190434,1,1
23135,6135,0.08,0.08,0.16,0.16,0.2,0.32,0,0,1,1,1,1,1
23136,6136,0.08,0.08,0.16,0.16,0.24,0.28,0,0,1,1,1,1,1
23137,6137,0.08,0.08,0.16,0.16,0.28,0.24,0,0,1,1,1,1,1
23138,6138,0.08,0.08,0.16,0.16,0.32,0.2,0,0,1,1,1,1,1
23139,6139,0.08,0.08,0.16,0.16,0.36,0.16,0,0,1,1,1,1,1
23209,6209,0.08,0.12,0.04,0.04,0.04,0.68,0,0,1,1,1,1,1
23210,6210,0.08,0.12,0.04,0.04,0.08,0.64,0,0,1,1,1,1,1
23211,6211,0.08,0.12,0.04,0.04,0.12,0.6,0,0,1,1,1,1,1
23212,6212,0.08,0.12,0.04,0.04,0.16,0.56,0,0,1,1,1,1,1
23213,6213,0.08,0.12,0.04,0.04,0.2,0.52,0,0,1,1,1,1,1
23214,6214,0.08,0.12,0.04,0.04,0.24,0.48,0,0,1,1,1,1,1
23215,6215,0.08,0.12,0.04,0.04,0.28,0.44,0,0,1,1,1,1,1
23216,6216,0.08,0.12,0.04,0.04,0.32,0.4,0,0,1,1,1,1,1
23217,6217,0.08,0.12,0.04,0.04,0.36,0.36,0,0,1,1,1,1,1
23218,6218,0.08,0.12,0.04,0.04,0.4,0.32,0,0,1,1,1,1,1
23219,6219,0.08,0.12,0.04,0.04,0.44,0.28,0,0,1,1,1,1,1
23226,6226,0.08,0.12,0.04,0.08,0.04,0.64,0,0,1,1,1,1,1
23227,6227,0.08,0.12,0.04,0.08,0.08,0.6,0,0,1,1,1,1,1
23228,6228,0.08,0.12,0.04,0.08,0.12,0.56,0,0,1,1,1,1,1
23229,6229,0.08,0.12,0.04,0.08,0.16,0.52,0,0,1,1,1,1,1
23230,6230,0.08,0.12,0.04,0.08,0.2,0.48,0,0,1,1,1,1,1
23231,6231,0.08,0.12,0.04,0.08,0.24,0.44,0,0,1,1,1,1,1
23232,6232,0.08,0.12,0.04,0.08,0.28,0.4,0,0,1,1,1,1,1
23233,6233,0.08,0.12,0.04,0.08,0.32,0.36,0,0,1,1,1,1,1
23234,6234,0.08,0.12,0.04,0.08,0.36,0.32,0,0,1,1,1,1,1
23235,6235,0.08,0.12,0.04,0.08,0.4,0.28,0,0,1,1,1,1,1
23236,6236,0.08,0.12,0.04,0.08,0.44,0.24,0,0,1,1,1,1,1
23242,6242,0.08,0.12,0.04,0.12,0.04,0.6,0,0,1,1,1,1,1
23243,6243,0.08,0.12,0.04,0.12,0.08,0.56,0,0,1,1,1,1,1
23244,6244,0.08,0.12,0.04,0.12,0.12,0.52,0,0,1,1,1,1,1
23245,6245,0.08,0.12,0.04,0.12,0.16,0.48,0,0,1,1,1,1,1
23246,6246,0.08,0.12,0.04,0.12,0.2,0.44,0,0,1,1,1,1,1
23247,6247,0.08,0.12,0.04,0.12,0.24,0.4,0,0,1,1,1,1,1
23248,6248,0.08,0.12,0.04,0.12,0.28,0.36,0,0,1,1,1,1,1
23249,6249,0.08,0.12,0.04,0.12,0.32,0.32,0,0,1,1,1,1,1
23250,6250,0.08,0.12,0.04,0.12,0.36,0.28,0,0,1,1,1,1,1
23251,6251,0.08,0.12,0.04,0.12,0.4,0.24,0,0,1,0.994667274,0.994667274,1,1
23257,6257,0.08,0.12,0.04,0.16,0.04,0.56,0,0,1,1,1,1,1
23258,6258,0.08,0.12,0.04,0.16,0.08,0.52,0,0,1,1,1,1,1
23259,6259,0.08,0.12,0.04,0.16,0.12,0.48,0,0,1,1,1,1,1
23260,6260,0.08,0.12,0.04,0.16,0.16,0.44,0,0,1,1,1,1,1
23261,6261,0.08,0.12,0.04,0.16,0.2,0.4,0,0,1,1,1,1,1
23262,6262,0.08,0.12,0.04,0.16,0.24,0.36,0,0,1,1,1,1,1
23263,6263,0.08,0.12,0.04,0.16,0.28,0.32,0,0,1,1,1,1,1
23271,6271,0.08,0.12,0.04,0.2,0.04,0.52,0,0,1,1,1,1,1
23272,6272,0.08,0.12,0.04,0.2,0.08,0.48,0,0,1,1,1,1,1
23273,6273,0.08,0.12,0.04,0.2,0.12,0.44,0,0,1,1,1,1,1
23274,6274,0.08,0.12,0.04,0.2,0.16,0.4,0,0,1,1,1,1,1
23275,6275,0.08,0.12,0.04,0.2,0.2,0.36,0,0,1,1,1,1,1
23284,6284,0.08,0.12,0.04,0.24,0.04,0.48,0,0,1,1,1,1,1
23285,6285,0.08,0.12,0.04,0.24,0.08,0.44,0,0,1,1,1,1,1
23286,6286,0.08,0.12,0.04,0.24,0.12,0.4,0,0,1,1,1,1,1
23287,6287,0.08,0.12,0.04,0.24,0.16,0.36,0,0,1,1,1,1,1
23296,6296,0.08,0.12,0.04,0.28,0.04,0.44,0,0,1,1,1,1,1
23297,6297,0.08,0.12,0.04,0.28,0.08,0.4,0,0,1,1,1,1,1
23298,6298,0.08,0.12,0.04,0.28,0.12,0.36,0,0,1,1,1,1,1
23362,6362,0.08,0.12,0.08,0.04,0.04,0.64,0,0,1,1,1,1,1
23363,6363,0.08,0.12,0.08,0.04,0.08,0.6,0,0,1,1,1,1,1
23364,6364,0.08,0.12,0.08,0.04,0.12,0.56,0,0,1,1,1,1,1
23365,6365,0.08,0.12,0.08,0.04,0.16,0.52,0,0,1,1,1,1,1
23366,6366,0.08,0.12,0.08,0.04,0.2,0.48,0,0,1,1,1,1,1
23367,6367,0.08,0.12,0.08,0.04,0.24,0.44,0,0,1,1,1,1,1
23368,6368,0.08,0.12,0.08,0.04,0.28,0.4,0,0,1,1,1,1,1
23369,6369,0.08,0.12,0.08,0.04,0.32,0.36,0,0,1,1,1,1,1
23370,6370,0.08,0.12,0.08,0.04,0.36,0.32,0,0,1,1,1,1,1
23371,6371,0.08,0.12,0.08,0.04,0.4,0.28,0,0,1,1,1,1,1
23372,6372,0.08,0.12,0.08,0.04,0.44,0.24,0,0,1,1,1,1,1
23378,6378,0.08,0.12,0.08,0.08,0.04,0.6,0,0,1,1,1,1,1
23379,6379,0.08,0.12,0.08,0.08,0.08,0.56,0,0,1,1,1,1,1
23380,6380,0.08,0.12,0.08,0.08,0.12,0.52,0,0,1,1,1,1,1
23381,6381,0.08,0.12,0.08,0.08,0.16,0.48,0,0,1,1,1,1,1
23382,6382,0.08,0.12,0.08,0.08,0.2,0.44,0,0,1,1,1,1,1
23383,6383,0.08,0.12,0.08,0.08,0.24,0.4,0,0,1,1,1,1,1
23384,6384,0.08,0.12,0.08,0.08,0.28,0.36,0,0,1,1,1,1,1
23385,6385,0.08,0.12,0.08,0.08,0.32,0.32,0,0,1,1,1,1,1
23386,6386,0.08,0.12,0.08,0.08,0.36,0.28,0,0,1,1,1,1,1
23387,6387,0.08,0.12,0.08,0.08,0.4,0.24,0,0,1,1,1,1,1
23388,6388,0.08,0.12,0.08,0.08,0.44,0.2,0,0,1,1,1,1,1
23389,6389,0.08,0.12,0.08,0.08,0.48,0.16,0,0,1,0.997489577,0.997489577,1,1
23393,6393,0.08,0.12,0.08,0.12,0.04,0.56,0,0,1,1,1,1,1
23394,6394,0.08,0.12,0.08,0.12,0.08,0.52,0,0,1,1,1,1,1
23395,6395,0.08,0.12,0.08,0.12,0.12,0.48,0,0,1,1,1,1,1
23396,6396,0.08,0.12,0.08,0.12,0.16,0.44,0,0,1,1,1,1,1
23397,6397,0.08,0.12,0.08,0.12,0.2,0.4,0,0,1,1,1,1,1
23398,6398,0.08,0.12,0.08,0.12,0.24,0.36,0,0,1,1,1,1,1
23399,6399,0.08,0.12,0.08,0.12,0.28,0.32,0,0,1,1,1,1,1
23400,6400,0.08,0.12,0.08,0.12,0.32,0.28,0,0,1,1,1,1,1
23401,6401,0.08,0.12,0.08,0.12,0.36,0.24,0,0,1,1,1,1,1
23402,6402,0.08,0.12,0.08,0.12,0.4,0.2,0,0,1,1,1,1,1
23407,6407,0.08,0.12,0.08,0.16,0.04,0.52,0,0,1,1,1,1,1
23408,6408,0.08,0.12,0.08,0.16,0.08,0.48,0,0,1,1,1,1,1
23409,6409,0.08,0.12,0.08,0.16,0.12,0.44,0,0,1,1,1,1,1
23410,6410,0.08,0.12,0.08,0.16,0.16,0.4,0,0,1,1,1,1,1
23411,6411,0.08,0.12,0.08,0.16,0.2,0.36,0,0,1,1,1,1,1
23412,6412,0.08,0.12,0.08,0.16,0.24,0.32,0,0,1,1,1,1,1
23413,6413,0.08,0.12,0.08,0.16,0.28,0.28,0,0,1,1,1,1,1
23414,6414,0.08,0.12,0.08,0.16,0.32,0.24,0,0,1,0.99151471,0.99151471,1,1
23420,6420,0.08,0.12,0.08,0.2,0.04,0.48,0,0,1,1,1,1,1
23421,6421,0.08,0.12,0.08,0.2,0.08,0.44,0,0,1,1,1,1,1
23422,6422,0.08,0.12,0.08,0.2,0.12,0.4,0,0,1,0.995453294,0.995453294,1,1
23423,6423,0.08,0.12,0.08,0.2,0.16,0.36,0,0,1,0.991700464,0.991700464,1,1
23498,6498,0.08,0.12,0.12,0.04,0.04,0.6,0,0,1,1,1,1,1
23499,6499,0.08,0.12,0.12,0.04,0.08,0.56,0,0,1,1,1,1,1
23500,6500,0.08,0.12,0.12,0.04,0.12,0.52,0,0,1,1,1,1,1
23501,6501,0.08,0.12,0.12,0.04,0.16,0.48,0,0,1,1,1,1,1
23502,6502,0.08,0.12,0.12,0.04,0.2,0.44,0,0,1,1,1,1,1
23503,6503,0.08,0.12,0.12,0.04,0.24,0.4,0,0,1,1,1,1,1
23504,6504,0.08,0.12,0.12,0.04,0.28,0.36,0,0,1,1,1,1,1
23505,6505,0.08,0.12,0.12,0.04,0.32,0.32,0,0,1,1,1,1,1
23506,6506,0.08,0.12,0.12,0.04,0.36,0.28,0,0,1,1,1,1,1
23507,6507,0.08,0.12,0.12,0.04,0.4,0.24,0,0,1,1,1,1,1
23508,6508,0.08,0.12,0.12,0.04,0.44,0.2,0,0,1,1,1,1,1
23509,6509,0.08,0.12,0.12,0.04,0.48,0.16,0,0,1,0.999791299,0.999791299,1,1
23513,6513,0.08,0.12,0.12,0.08,0.04,0.56,0,0,1,1,1,1,1
23514,6514,0.08,0.12,0.12,0.08,0.08,0.52,0,0,1,1,1,1,1
23515,6515,0.08,0.12,0.12,0.08,0.12,0.48,0,0,1,1,1,1,1
23516,6516,0.08,0.12,0.12,0.08,0.16,0.44,0,0,1,1,1,1,1
23517,6517,0.08,0.12,0.12,0.08,0.2,0.4,0,0,1,1,1,1,1
23518,6518,0.08,0.12,0.12,0.08,0.24,0.36,0,0,1,1,1,1,1
23519,6519,0.08,0.12,0.12,0.08,0.28,0.32,0,0,1,1,1,1,1
23520,6520,0.08,0.12,0.12,0.08,0.32,0.28,0,0,1,1,1,1,1
23521,6521,0.08,0.12,0.12,0.08,0.36,0.24,0,0,1,0.996885489,0.996885489,1,1
23527,6527,0.08,0.12,0.12,0.12,0.04,0.52,0,0,1,1,1,1,1
23528,6528,0.08,0.12,0.12,0.12,0.08,0.48,0,0,1,1,1,1,1
23529,6529,0.08,0.12,0.12,0.12,0.12,0.44,0,0,1,0.993021241,0.993021241,1,1
23618,6618,0.08,0.12,0.16,0.04,0.04,0.56,0,0,1,1,1,1,1
23619,6619,0.08,0.12,0.16,0.04,0.08,0.52,0,0,1,1,1,1,1
