number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
49,0.15691828006514064,2025-01-12 21:12:56.670128,2025-01-12 21:12:59.535433,0 days 00:00:02.865305,0.02851083719865342,32,0.2,200,140,2.0646148661152363e-05,533,0.004241394257747478,2,2,adam,"{'neurons_per_layer_encoder': [200, 400], 'neurons_per_layer_decoder': [400, 200]}",200,,"[400, 200]","[200, 400]",[0.15691828006514064],-0.38798902364582305,COMPLETE
50,0.5359619976991579,2025-01-12 21:12:57.060912,2025-01-12 21:13:01.052750,0 days 00:00:03.991838,0.030041016085431912,32,0.2,120,140,2.4761496690972965e-06,458,0.0010201272729254255,2,2,adam,"{'neurons_per_layer_encoder': [120, 240], 'neurons_per_layer_decoder': [240, 120]}",120,,"[240, 120]","[120, 240]",[0.5359619976991579],-1.7520965990796078,COMPLETE
51,0.34283858441909854,2025-01-12 21:12:58.062069,2025-01-12 21:13:00.635351,0 days 00:00:02.573282,0.029307788990758477,32,0.2,108,140,3.774298824938484e-05,136,0.0013602493382542241,2,1,adam,"{'neurons_per_layer_encoder': [108], 'neurons_per_layer_decoder': [108, 54]}",108,,"[108, 54]",[108],[0.34283858441909854],-0.7130097852692423,COMPLETE
52,-0.5496263366202079,2025-01-12 21:12:59.483434,2025-01-12 21:13:01.057094,0 days 00:00:01.573660,0.14091925484449822,40,0.2,108,120,2.110532021182198e-06,156,1.687732557425207e-05,2,1,adam,"{'neurons_per_layer_encoder': [108], 'neurons_per_layer_decoder': [108, 54]}",108,,"[108, 54]",[108],[-0.5496263366202079],0.45517488428301106,COMPLETE
53,-0.45004477190605185,2025-01-12 21:12:59.544343,2025-01-12 21:13:00.612907,0 days 00:00:01.068564,0.1061144338013165,40,0.1,128,120,3.914503267585691e-05,208,1.5830318299838963e-05,2,1,sgd,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128, 64]}",128,,"[128, 64]",[128],[-0.45004477190605185],0.3620882968812107,COMPLETE
54,-0.7108677790320101,2025-01-12 21:13:00.620358,2025-01-12 21:13:01.877933,0 days 00:00:01.257575,0.04569668903990787,72,0.30000000000000004,96,180,6.7183060276755525e-06,169,4.532733634666016e-05,1,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96]}",96,,[96],[96],[-0.7108677790320101],0.08091626233175273,COMPLETE
55,0.6074024927240005,2025-01-12 21:13:00.648982,2025-01-12 21:13:06.701627,0 days 00:00:06.052645,0.020460525532456315,40,0.30000000000000004,184,120,0.00022614255685652235,548,3.6278465968595646e-05,2,2,adam,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184]}",184,,"[368, 184]","[184, 368]",[0.6074024927240005],0.9262553071973613,COMPLETE
56,0.5963111368813885,2025-01-12 21:13:01.066680,2025-01-12 21:13:07.284457,0 days 00:00:06.217777,0.04634252716403557,40,0.30000000000000004,168,120,0.00037566847155095015,548,4.438595403180968e-05,2,2,adam,"{'neurons_per_layer_encoder': [168, 336], 'neurons_per_layer_decoder': [336, 168]}",168,,"[336, 168]","[168, 336]",[0.5963111368813885],0.9481524970409313,COMPLETE
57,0.260448141135881,2025-01-12 21:13:01.067722,2025-01-12 21:13:06.567348,0 days 00:00:05.499626,0.04608180614537313,72,0.30000000000000004,168,120,0.00035935324621265945,545,3.7910765898505493e-05,2,2,adam,"{'neurons_per_layer_encoder': [168, 336], 'neurons_per_layer_decoder': [336, 168]}",168,,"[336, 168]","[168, 336]",[0.260448141135881],0.9077127949040112,COMPLETE
58,0.1585631536108506,2025-01-12 21:13:01.791621,2025-01-12 21:13:07.602759,0 days 00:00:05.811138,0.046194741277117014,72,0.30000000000000004,240,160,1.4407504457309522e-05,692,0.0003266011973558857,2,2,adam,"{'neurons_per_layer_encoder': [240, 480], 'neurons_per_layer_decoder': [480, 240]}",240,,"[480, 240]","[240, 480]",[0.1585631536108506],-0.28850773176854,COMPLETE
59,0.13577137009072393,2025-01-12 21:13:01.885800,2025-01-12 21:13:07.001377,0 days 00:00:05.115577,0.020533410979479645,112,0.2,240,160,1.4492638054870154e-05,546,0.0003069501477861545,2,2,adam,"{'neurons_per_layer_encoder': [240, 480], 'neurons_per_layer_decoder': [480, 240]}",240,,"[480, 240]","[240, 480]",[0.13577137009072393],-0.3083486673164443,COMPLETE
60,0.7338484671314054,2025-01-12 21:13:06.575136,2025-01-12 21:13:13.021447,0 days 00:00:06.446311,0.03294756574689142,40,0.2,184,160,1.2337937193847748e-05,511,0.0006409368489758397,2,2,adam,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184]}",184,,"[368, 184]","[184, 368]",[0.7338484671314054],0.4058036624720874,COMPLETE
61,0.16663072918045507,2025-01-12 21:13:06.710057,2025-01-12 21:13:10.848649,0 days 00:00:04.138592,0.03605622407941931,32,0.2,240,140,1.4181431747980089e-05,668,0.00029174446536602954,2,2,adam,"{'neurons_per_layer_encoder': [240, 480], 'neurons_per_layer_decoder': [480, 240]}",240,,"[480, 240]","[240, 480]",[0.16663072918045507],-0.33078542954476237,COMPLETE
62,0.23591657288578793,2025-01-12 21:13:07.010428,2025-01-12 21:13:11.259210,0 days 00:00:04.248782,0.03377681635943802,32,0.2,196,140,6.851243851122835e-06,506,0.005303209170809329,2,2,adam,"{'neurons_per_layer_encoder': [196, 392], 'neurons_per_layer_decoder': [392, 196]}",196,,"[392, 196]","[196, 392]",[0.23591657288578793],-1.9201119603937058,COMPLETE
63,0.6361033510238573,2025-01-12 21:13:07.292291,2025-01-12 21:13:14.336023,0 days 00:00:07.043732,0.03447043097998215,32,0.2,200,180,6.216723174789442e-06,510,0.0006470500742483064,2,2,adam,"{'neurons_per_layer_encoder': [200, 400], 'neurons_per_layer_decoder': [400, 200]}",200,,"[400, 200]","[200, 400]",[0.6361033510238573],-0.5700522576154176,COMPLETE
64,-0.49297176528678577,2025-01-12 21:13:07.610684,2025-01-12 21:13:08.956752,0 days 00:00:01.346068,0.03506684485123298,32,0.2,188,180,3.5213323763411063e-06,512,0.0007424035330446583,2,2,sgd,"{'neurons_per_layer_encoder': [188, 376], 'neurons_per_layer_decoder': [376, 188]}",188,,"[376, 188]","[188, 376]",[-0.49297176528678577],0.13248679615825534,COMPLETE
65,0.025338512394552204,2025-01-12 21:13:08.966690,2025-01-12 21:13:14.491199,0 days 00:00:05.524509,0.03431438497388191,48,0.30000000000000004,200,140,0.0008071593845316433,565,0.004868471866699409,2,2,adam,"{'neurons_per_layer_encoder': [200, 400], 'neurons_per_layer_decoder': [400, 200]}",200,,"[400, 200]","[200, 400]",[0.025338512394552204],-0.4303563748953952,COMPLETE
66,-0.02019930701675543,2025-01-12 21:13:10.859777,2025-01-12 21:13:14.715980,0 days 00:00:03.856203,0.02631055876138726,48,0.30000000000000004,200,140,0.0008383511113050958,486,0.004416399714087231,2,2,adam,"{'neurons_per_layer_encoder': [200, 400], 'neurons_per_layer_decoder': [400, 200]}",200,,"[400, 200]","[200, 400]",[-0.02019930701675543],-0.40828651636163693,COMPLETE
67,0.3861537555327049,2025-01-12 21:13:11.268372,2025-01-12 21:13:17.735566,0 days 00:00:06.467194,0.02624509047069276,48,0.4,184,140,0.0007010667580290236,483,0.0006983717503702772,2,2,adam,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184]}",184,,"[368, 184]","[184, 368]",[0.3861537555327049],0.8605825193682256,COMPLETE
68,0.11053953180503306,2025-01-12 21:13:13.030858,2025-01-12 21:13:17.374202,0 days 00:00:04.343344,0.025816122669626664,48,0.2,204,200,5.0473856293241455e-06,488,0.0005992483573329569,2,2,adam,"{'neurons_per_layer_encoder': [204, 408], 'neurons_per_layer_decoder': [408, 204]}",204,,"[408, 204]","[204, 408]",[0.11053953180503306],-1.701621671683227,COMPLETE
69,0.20870308777271973,2025-01-12 21:13:14.344482,2025-01-12 21:13:19.066778,0 days 00:00:04.722296,0.02646552437137745,48,0.2,184,200,1.057527182113192e-05,478,0.0006390811814369292,2,2,adam,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184]}",184,,"[368, 184]","[184, 368]",[0.20870308777271973],-1.051846373411459,COMPLETE
70,0.6494644093297139,2025-01-12 21:13:14.499825,2025-01-12 21:13:19.618795,0 days 00:00:05.118970,0.026360575840455317,40,0.2,148,200,5.443002911246915e-06,483,0.0006303321181602939,2,2,adam,"{'neurons_per_layer_encoder': [148, 296], 'neurons_per_layer_decoder': [296, 148]}",148,,"[296, 148]","[148, 296]",[0.6494644093297139],-0.16461955002048123,COMPLETE
71,0.5722778521184487,2025-01-12 21:13:14.724301,2025-01-12 21:13:19.747746,0 days 00:00:05.023445,0.08649230573560568,40,0.2,148,180,1.1382606335919084e-05,513,0.0005622646052403401,3,2,adam,"{'neurons_per_layer_encoder': [148, 296], 'neurons_per_layer_decoder': [296, 148, 74]}",148,,"[296, 148, 74]","[148, 296]",[0.5722778521184487],0.2254256671066252,COMPLETE
72,0.6470901392952375,2025-01-12 21:13:17.382818,2025-01-12 21:13:24.343237,0 days 00:00:06.960419,0.08284567497075947,40,0.2,184,180,1.0737238219304132e-05,515,0.0019055154661886055,3,2,adam,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184, 92]}",184,,"[368, 184, 92]","[184, 368]",[0.6470901392952375],0.13071063042072378,COMPLETE
73,0.4935905635028873,2025-01-12 21:13:17.744120,2025-01-12 21:13:25.653266,0 days 00:00:07.909146,0.06619020684043564,40,0.2,160,180,9.772958897308753e-06,515,1.266341863223868e-05,3,2,adam,"{'neurons_per_layer_encoder': [160, 320], 'neurons_per_layer_decoder': [320, 160, 80]}",160,,"[320, 160, 80]","[160, 320]",[0.4935905635028873],0.47986287926911186,COMPLETE
74,0.504470772236592,2025-01-12 21:13:19.075939,2025-01-12 21:13:25.734354,0 days 00:00:06.658415,0.041764500257442515,40,0.1,148,180,8.332302205843194e-06,643,0.0020093693044074294,3,3,sgd,"{'neurons_per_layer_encoder': [148, 296, 592], 'neurons_per_layer_decoder': [592, 296, 148]}",148,,"[592, 296, 148]","[148, 296, 592]",[0.504470772236592],0.5268009559372326,COMPLETE
75,0.5521712794432885,2025-01-12 21:13:19.626807,2025-01-12 21:13:24.343040,0 days 00:00:04.716233,0.09017318119858783,40,0.2,148,180,7.674312567027789e-06,516,0.000475534880559402,2,2,adam,"{'neurons_per_layer_encoder': [148, 296], 'neurons_per_layer_decoder': [296, 148]}",148,,"[296, 148]","[148, 296]",[0.5521712794432885],0.05251202877356553,COMPLETE
76,0.7190327296028907,2025-01-12 21:13:19.757038,2025-01-12 21:13:26.114924,0 days 00:00:06.357886,0.0414334287547308,40,0.2,160,200,7.2660164386731185e-06,529,0.0004010098342530187,2,2,adam,"{'neurons_per_layer_encoder': [160, 320], 'neurons_per_layer_decoder': [320, 160]}",160,,"[320, 160]","[160, 320]",[0.7190327296028907],0.2060417372000762,COMPLETE
77,0.6850452548282225,2025-01-12 21:13:24.354006,2025-01-12 21:13:29.950102,0 days 00:00:05.596096,0.0772665723356822,40,0.2,156,160,4.198565055705901e-06,525,0.003186477519796269,3,2,adam,"{'neurons_per_layer_encoder': [156, 312], 'neurons_per_layer_decoder': [312, 156, 78]}",156,,"[312, 156, 78]","[156, 312]",[0.6850452548282225],-0.3999192058874385,COMPLETE
78,0.5881730801198728,2025-01-12 21:13:24.354095,2025-01-12 21:13:29.914051,0 days 00:00:05.559956,0.06426817076160758,40,0.2,156,200,8.509428752610805e-06,532,0.0024354696298049972,3,2,adam,"{'neurons_per_layer_encoder': [156, 312], 'neurons_per_layer_decoder': [312, 156, 78]}",156,,"[312, 156, 78]","[156, 312]",[0.5881730801198728],-0.19964989412405898,COMPLETE
79,-0.27094943346182143,2025-01-12 21:13:25.662218,2025-01-12 21:13:27.635800,0 days 00:00:01.973582,0.04074796426420627,40,0.1,156,200,4.695355014312785e-06,532,0.002144626142160969,3,2,sgd,"{'neurons_per_layer_encoder': [156, 312], 'neurons_per_layer_decoder': [312, 156, 78]}",156,,"[312, 156, 78]","[156, 312]",[-0.27094943346182143],-0.17197720936203292,COMPLETE
80,0.1480414656485206,2025-01-12 21:13:25.742566,2025-01-12 21:13:30.130800,0 days 00:00:04.388234,0.07930176229663531,96,0.2,160,200,4.6219558284129966e-06,529,0.0003775814550017193,2,2,adam,"{'neurons_per_layer_encoder': [160, 320], 'neurons_per_layer_decoder': [320, 160]}",160,,"[320, 160]","[160, 320]",[0.1480414656485206],-1.5167644709853951,COMPLETE
81,0.27014500195491553,2025-01-12 21:13:26.123319,2025-01-12 21:13:30.401313,0 days 00:00:04.277994,0.03864206585790221,32,0.2,160,200,5.197197996631503e-06,531,0.0004138592580536513,2,2,adam,"{'neurons_per_layer_encoder': [160, 320], 'neurons_per_layer_decoder': [320, 160]}",160,,"[320, 160]","[160, 320]",[0.27014500195491553],-1.333892621646959,COMPLETE
82,0.2631238521753305,2025-01-12 21:13:27.644024,2025-01-12 21:13:33.126063,0 days 00:00:05.482039,0.03767463354814933,104,0.2,136,200,2.8143387149931893e-06,429,0.000410566352307452,2,2,adam,"{'neurons_per_layer_encoder': [136, 272], 'neurons_per_layer_decoder': [272, 136]}",136,,"[272, 136]","[136, 272]",[0.2631238521753305],-1.2816291014702301,COMPLETE
83,0.2248071160135754,2025-01-12 21:13:29.923093,2025-01-12 21:13:34.831484,0 days 00:00:04.908391,0.01744994775180045,104,0.2,164,200,3.1686588570959777e-06,496,0.0003720824530421125,2,2,adam,"{'neurons_per_layer_encoder': [164, 328], 'neurons_per_layer_decoder': [328, 164]}",164,,"[328, 164]","[164, 328]",[0.2248071160135754],-1.6598020079392826,COMPLETE
84,0.22250993432700206,2025-01-12 21:13:29.960057,2025-01-12 21:13:32.326822,0 days 00:00:02.366765,0.1016074786683161,32,0.2,136,160,3.442662109689101e-06,496,0.005741725393108099,2,2,adam,"{'neurons_per_layer_encoder': [136, 272], 'neurons_per_layer_decoder': [272, 136]}",136,,"[272, 136]","[136, 272]",[0.22250993432700206],-2.5916658696453405,COMPLETE
85,0.6627676047703828,2025-01-12 21:13:30.139351,2025-01-12 21:13:35.129655,0 days 00:00:04.990304,0.03194099355057789,32,0.2,140,200,3.0912326618462786e-06,427,0.00023329618209304732,2,2,adam,"{'neurons_per_layer_encoder': [140, 280], 'neurons_per_layer_decoder': [280, 140]}",140,,"[280, 140]","[140, 280]",[0.6627676047703828],-0.028150213898783614,COMPLETE
86,0.12199933943045038,2025-01-12 21:13:30.409339,2025-01-12 21:13:32.973041,0 days 00:00:02.563702,0.10741963863547961,32,0.2,136,160,3.2831197747109684e-06,497,0.003301269992045351,2,2,adam,"{'neurons_per_layer_encoder': [136, 272], 'neurons_per_layer_decoder': [272, 136]}",136,,"[272, 136]","[136, 272]",[0.12199933943045038],-2.722185421942623,COMPLETE
87,0.1949565791268042,2025-01-12 21:13:32.334844,2025-01-12 21:13:35.967794,0 days 00:00:03.632950,0.03191609793910875,32,0.2,168,160,2.7766124532722715e-06,498,0.0029820199794146148,2,2,adam,"{'neurons_per_layer_encoder': [168, 336], 'neurons_per_layer_decoder': [336, 168]}",168,,"[336, 168]","[168, 336]",[0.1949565791268042],-3.9619349701669027,COMPLETE
88,-0.8647308305933747,2025-01-12 21:13:33.135515,2025-01-12 21:13:35.125160,0 days 00:00:01.989645,0.05372993500261784,48,0.2,168,160,4.246782098822877e-06,473,0.0008724066102371585,2,2,adadelta,"{'neurons_per_layer_encoder': [168, 336], 'neurons_per_layer_decoder': [336, 168]}",168,,"[336, 168]","[168, 336]",[-0.8647308305933747],0.29083174921174576,COMPLETE
89,-0.9269259239439072,2025-01-12 21:13:34.840607,2025-01-12 21:13:36.731721,0 days 00:00:01.891114,0.04924333893272802,48,0.2,176,160,2.089753238720172e-06,470,0.006253314299304311,2,2,adadelta,"{'neurons_per_layer_encoder': [176, 352], 'neurons_per_layer_decoder': [352, 176]}",176,,"[352, 176]","[176, 352]",[-0.9269259239439072],0.06073515006837338,COMPLETE
90,0.13935904847686287,2025-01-12 21:13:35.135560,2025-01-12 21:13:39.267503,0 days 00:00:04.131943,0.032903990502855134,32,0.2,212,160,2.069284338175919e-06,591,0.0002041009036699381,2,2,adam,"{'neurons_per_layer_encoder': [212, 424], 'neurons_per_layer_decoder': [424, 212]}",212,,"[424, 212]","[212, 424]",[0.13935904847686287],-1.9550648767264005,COMPLETE
91,0.1537859410762945,2025-01-12 21:13:35.137417,2025-01-12 21:13:39.380836,0 days 00:00:04.243419,0.03108147200488779,32,0.2,216,160,2.100360541644358e-06,585,0.00022815230492156932,2,2,adam,"{'neurons_per_layer_encoder': [216, 432], 'neurons_per_layer_decoder': [432, 216]}",216,,"[432, 216]","[216, 432]",[0.1537859410762945],-2.088778604067655,COMPLETE
92,0.00828472290709903,2025-01-12 21:13:35.981137,2025-01-12 21:13:38.428109,0 days 00:00:02.446972,0.049513425031089575,32,0.2,176,140,1.8482227134890936e-06,558,0.00964945726560885,2,2,adam,"{'neurons_per_layer_encoder': [176, 352], 'neurons_per_layer_decoder': [352, 176]}",176,,"[352, 176]","[176, 352]",[0.00828472290709903],-2.771740047980374,COMPLETE
93,0.2557705727521863,2025-01-12 21:13:36.739746,2025-01-12 21:13:39.289075,0 days 00:00:02.549329,0.031600196764427976,32,0.2,64,140,1.8238971771154906e-05,238,0.008878808049701814,2,2,adam,"{'neurons_per_layer_encoder': [64, 128], 'neurons_per_layer_decoder': [128, 64]}",64,,"[128, 64]","[64, 128]",[0.2557705727521863],-1.1914791179243647,COMPLETE
94,0.7838949022923374,2025-01-12 21:13:39.276291,2025-01-12 21:13:44.084274,0 days 00:00:04.807983,0.028458525476049157,40,0.2,124,200,5.900145917844183e-06,487,0.0012951638794412108,2,2,adam,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124]}",124,,"[248, 124]","[124, 248]",[0.7838949022923374],0.1930823304112892,COMPLETE
95,0.6274269948607113,2025-01-12 21:13:39.299471,2025-01-12 21:13:44.080723,0 days 00:00:04.781252,0.02831494974456827,40,0.2,144,200,5.963288245794967e-06,404,5.6510497209278245e-05,2,2,adam,"{'neurons_per_layer_encoder': [144, 288], 'neurons_per_layer_decoder': [288, 144]}",144,,"[288, 144]","[144, 288]",[0.6274269948607113],0.36399029311874304,COMPLETE
96,0.6899822895667876,2025-01-12 21:13:39.389780,2025-01-12 21:13:44.137586,0 days 00:00:04.747806,0.027718604362370624,40,0.2,144,200,1.761317883256204e-05,521,0.00012166728401008077,2,2,adam,"{'neurons_per_layer_encoder': [144, 288], 'neurons_per_layer_decoder': [288, 144]}",144,,"[288, 144]","[144, 288]",[0.6899822895667876],0.5994196215433258,COMPLETE
97,0.6180727790447897,2025-01-12 21:13:44.090464,2025-01-12 21:13:47.970883,0 days 00:00:03.880419,0.023246778550573895,40,0.2,120,200,1.7740329502053788e-05,473,0.0013863580561219526,2,2,adam,"{'neurons_per_layer_encoder': [120, 240], 'neurons_per_layer_decoder': [240, 120]}",120,,"[240, 120]","[120, 240]",[0.6180727790447897],0.09793370209975984,COMPLETE
98,0.2676487681835147,2025-01-12 21:13:44.144285,2025-01-12 21:13:47.247881,0 days 00:00:03.103596,0.020809769934205788,40,0.2,124,200,1.74936997046988e-05,488,0.000135488313354484,2,2,adam,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124]}",124,,"[248, 124]","[124, 248]",[0.2676487681835147],0.33436923908822813,COMPLETE
99,0.45735910249962397,2025-01-12 21:13:47.254278,2025-01-12 21:13:50.577419,0 days 00:00:03.323141,0.023983012544136713,32,0.2,112,200,3.127614483748638e-05,441,0.00027573838225194574,2,2,adam,"{'neurons_per_layer_encoder': [112, 224], 'neurons_per_layer_decoder': [224, 112]}",112,,"[224, 112]","[112, 224]",[0.45735910249962397],0.20694524660738514,COMPLETE
